id,gender,age,year,school,mar,mobile_bundle,income,job,region,phone_usage_per_m,telecom
1380002,2,71,2021,3,2,1,1,2,1,11, 
1500002,2,46,2021,4,2,1,5,1,1,30,2
1500003,1,17,2021,4,1,1,1,2,1,25,2
1500004,2,80,2021,2,3,1,1,2,1,15, 
1510001,1,67,2021,4,2,1,5,1,4,33,3
1510002,2,64,2021,4,2,1,1,2,4,33,3
1510003,1,41,2021,5,1,1,8,1,4,45,3
1520002,2,71,2021,4,3,1,1,2,1,40,1
1520004,2,43,2021,5,2,1,1,2,1,53,1
1520005,1,16,2021,4,1,1,1,2,1,35,1
1530001,1,64,2021,5,2,1,10,1,1,50,2
1530002,2,64,2021,4,2,2,6,1,1,48,2
1530003,1,33,2021,5,1,1,7,1,1,70,2
1540001,1,63,2021,5,2,1,9,1,1,55,1
1540002,2,62,2021,4,2,1,1,2,1,44,1
1540003,1,35,2021,4,1,1,7,1,1,73,1
1550001,2,39,2021,5,2,1,4,1,8,71,1
1550002,1,46,2021,5,2,1,8,1,8,35,1
1560001,2,65,2021,5,3,1,1,2,1,29,2
1560002,1,40,2021,6,1,1,10,1,1,25,2
1570001,2,52,2021,4,4,1,6,1,1,35,3
1580001,2,63,2021,4,1,2,5,1,1,24,1
1590001,1,62,2021,5,2,1,7,1,1,28,3
1590002,2,59,2021,5,2,1,5,1,1,30,2
1590003,2,31,2021,5,1,1,8,1,1,44,2
1600001,2,38,2021,4,2,1,1,2,1,45,2
1610001,1,65,2021,5,2,1,8,1,1,34,3
1610002,2,61,2021,4,2,1,1,2,1,31,3
1620001,2,41,2021,4,2,1,6,1,1,25,2
1630001,1,55,2021,5,2,1,8,1,1,38,3
1630002,2,55,2021,5,2,1,6,1,1,38,3
1630004,1,27,2021,5,1,1,8,1,1,39,3
1640001,1,56,2021,5,2,1,12,1,1,25,3
1640002,2,53,2021,5,2,1,1,2,1,25,3
1650001,1,47,2021,5,2,1,10,1,1,41,3
1650002,2,46,2021,5,2,1,1,2,1,41,3
1660001,1,55,2021,5,2,1,8,1,1,41,1
1660002,2,46,2021,5,2,1,6,1,1,41,1
1660003,1,20,2021,5,1,2,1,2,1,56,3
1670001,1,46,2021,5,2,1,9,1,1,33,3
1670002,2,41,2021,5,2,1,6,1,1,55,2
1670003,1,12,2021,2,1,1,1,2,1,31,3
1680002,2,52,2021,4,2,1,4,1,1,37,1
1680003,1,26,2021,5,1,1,9,1,1,37,1
1680004,1,23,2021,5,1,1,4,1,1,39,1
1690001,1,48,2021,5,2,1,9,1,1,67,1
1690002,2,46,2021,5,2,1,8,1,1,67,1
1710001,1,55,2021,5,2,1,11,1,1,30,2
1710002,2,53,2021,5,2,1,7,1,1,30,2
1720001,1,52,2021,5,2,1,12,1,1,41,3
1720002,2,48,2021,5,2,1,8,1,1,63,3
1730001,1,46,2021,5,2,1,14,1,1,36,2
1730002,2,45,2021,5,2,1,6,1,1,26,2
1740001,1,58,2021,5,2,1,9,1,8,55,3
1740002,2,56,2021,5,2,1,1,2,8,45,3
1740003,2,29,2021,5,1,1,7,1,8,45,3
1740004,1,26,2021,5,1,1,6,1,8,60,3
1760001,1,55,2021,5,2,1,18,1,8,90,2
1760002,2,49,2021,5,2,1,1,2,8,60,2
1760003,2,24,2021,5,1,2,2,2,8,69,2
1760004,2,20,2021,5,1,2,2,1,8,30,2
1770001,1,52,2021,5,2,2,12,1,8,45,1
1770002,2,52,2021,5,2,2,1,2,8,33,1
1770003,2,24,2021,5,1,2,7,1,8,62,1
1770004,1,20,2021,4,1,2,1,2,8,65,1
1800001,1,54,2021,5,2,1,15,1,8,69,3
1800002,2,51,2021,4,2,1,1,2,8,38,3
1800003,2,24,2021,5,1,2,11,1,8,40,1
1800004,2,22,2021,5,1,1,1,2,8,23,3
1840001,1,53,2021,4,2,1,9,1,8,55,1
1840002,2,52,2021,4,2,1,1,2,8,45,1
1850001,1,52,2021,5,2,1,10,1,8,36,1
1850003,2,25,2021,5,1,1,4,2,8,16,1
1850004,2,24,2021,5,1,1,1,2,8,23,1
1850005,1,22,2021,5,1,1,1,2,8,24,1
1870001,1,47,2021,5,2,1,17,1,8,38,1
1870002,2,46,2021,5,2,1,1,2,8,32,1
1870003,2,19,2021,4,1,1,1,2,8,22,1
1870004,2,16,2021,4,1,1,1,2,8,33,1
1880001,1,58,2021,5,2,1,7,1,8,55,3
1880002,2,54,2021,5,2,1,12,1,8,55,3
1880003,2,26,2021,5,1,1,8,1,8,50,3
1880004,2,80,2021,4,2,1,1,2,8,15, 
1880005,1,81,2021,4,2,1,1,2,8,15, 
1890001,1,82,2021,5,2,2,1,2,8,20, 
1890002,2,79,2021,5,2,2,1,2,8,20, 
1960001,1,83,2021,4,2,1,5,1,1,24,2
1960002,2,76,2021,4,2,1,1,2,1,25,2
1980001,1,52,2021,4,4,2,6,1,1,98,1
1990001,1,56,2021,5,2,1,9,1,1,49,3
1990002,2,54,2021,5,2,1,9,1,1,46,3
1990003,1,26,2021,5,1,1,7,1,1,78,3
1990004,1,21,2021,5,1,1,1,2,1,49,3
2000002,2,63,2021,4,2,1,5,1,1,38,1
2000005,1,23,2021,5,1,1,1,2,1,78,1
2010001,2,69,2021,4,4,2,6,1,8,49,3
2010002,1,41,2021,5,1,2,9,1,8,89,2
2030001,1,40,2021,4,2,1,7,1,1,49,2
2030002,2,41,2021,5,2,1,8,1,1,42,2
2030003,2,16,2021,4,1,1,1,2,1,38,2
2030004,1,12,2021,2,1,1,1,2,1,28,2
2040001,2,59,2021,4,4,2,6,1,8,39,1
2050001,1,51,2021,5,1,1,9,1,1,57,1
2060001,2,88,2021,2,3,2,3,2,1,13, 
2070001,1,57,2021,5,2,1,10,1,1,58,1
2070002,2,55,2021,5,2,1,7,1,1,49,1
2070003,1,21,2021,5,1,1,1,2,1,49,1
2080001,1,61,2021,4,2,1,9,1,1,39,3
2080002,2,58,2021,4,2,1,1,2,1,39,3
2080003,2,31,2021,5,1,1,7,1,1,78,3
2080004,2,27,2021,5,1,1,8,1,1,78,3
2100001,1,83,2021,2,2,2,5,2,1,36,2
2100002,2,66,2021,4,2,2,1,2,1,39,3
2110001,1,73,2021,4,2,2,1,2,1,39,1
2110002,2,68,2021,4,2,2,1,2,1,45,2
2110003,1,42,2021,5,1,2,9,1,1,58,3
2120001,1,83,2021,3,2,2,3,2,4,12, 
2120002,2,79,2021,2,2,2,3,2,4,15, 
2130001,1,78,2021,4,2,1,4,2,1,9, 
2130002,2,76,2021,4,2,1,1,2,1,9, 
2140002,2,72,2021,2,2,2,1,2,1,13, 
2150001,1,73,2021,4,2,1,6,1,1,39,1
2150002,2,65,2021,4,2,1,1,2,1,39,1
2170001,1,53,2021,5,2,1,8,1,1,49,1
2170002,2,49,2021,5,2,1,8,1,1,49,1
2170003,2,25,2021,5,1,1,7,1,1,61,1
2170004,2,21,2021,5,1,1,1,2,1,72,1
2180001,1,61,2021,4,2,1,9,1,1,48,3
2180002,2,54,2021,4,2,1,1,2,1,38,3
2180003,2,29,2021,5,1,1,7,1,1,58,3
2180004,2,27,2021,5,1,1,7,1,1,78,3
2180005,2,20,2021,5,1,1,1,2,1,48,3
2190001,1,46,2021,5,2,1,8,1,1,49,1
2190002,2,42,2021,5,2,1,1,2,1,39,1
2190003,2,12,2021,2,1,1,1,2,1,28,1
2190004,1,9,2021,2,1,1,1,2,1,28,1
2200002,2,65,2021,4,2,2,1,2,1,38,1
2210001,1,82,2021,2,2,2,5,1,1,15, 
2210002,2,77,2021,2,2,2,1,2,1,13, 
2220001,1,65,2021,4,2,2,6,1,1,38,3
2220002,2,61,2021,4,2,2,1,2,1,38,2
2220003,2,28,2021,5,1,2,7,1,1,78,2
2230001,2,85,2021,3,3,2,1,2,1,15, 
2230002,1,49,2021,5,1,2,9,1,1,78,1
2340001,1,43,2021,5,2,1,9,1,8,69,1
2340002,2,43,2021,5,2,1,6,1,8,69,1
2340003,2,13,2021,3,1,1,1,2,8,50,1
2340004,1,11,2021,2,1,1,1,2,8,18,1
2350001,1,44,2021,5,2,2,7,1,8,55,1
2350002,2,47,2021,4,2,2,1,2,8,35,4
2350003,2,13,2021,3,1,2,1,2,8,25,4
2350005,1,71,2021,4,3,2,1,2,8,25,4
2360001,1,46,2021,5,2,1,18,1,8,65,3
2360002,2,45,2021,4,2,1,5,1,8,29,3
2360003,2,18,2021,4,1,1,1,2,8,22,3
2360004,2,16,2021,4,1,1,1,2,8,22,3
2400001,1,68,2021,4,2,2,3,1,8,30,1
2400002,2,67,2021,3,2,2,1,2,8,10,1
2410001,1,63,2021,5,2,1,12,1,8,50,1
2410002,2,56,2021,4,2,2,6,1,8,40,1
2410003,1,32,2021,5,1,2,6,1,8,50,1
2420001,1,62,2021,6,2,2,9,1,8,42,3
2420002,2,55,2021,6,2,2,8,1,8,42,3
2420003,1,28,2021,5,1,2,1,2,8,34,3
2420004,1,24,2021,5,1,2,3,2,8,80,3
2430001,1,45,2021,4,2,1,9,1,8,60,2
2430002,2,45,2021,4,2,1,1,2,8,60,2
2430003,1,18,2021,4,1,1,1,2,8,30,2
2430004,2,15,2021,3,1,1,1,2,8,25,2
2440001,1,36,2021,5,2,2,7,1,8,39,1
2440002,2,36,2021,5,2,2,1,2,8,40,1
2440003,1,12,2021,2,1,2,1,2,8,20,1
2440004,2,8,2021,2,1,2,1,2,8,20,1
2450001,1,46,2021,5,2,1,11,1,8,65,3
2450002,2,46,2021,4,2,1,5,1,8,65,3
2450003,2,19,2021,5,1,1,2,2,8,25,3
2450004,2,17,2021,4,1,1,1,2,8,15,3
2450005,1,16,2021,4,1,1,1,2,8,12,3
2460001,1,69,2021,3,2,1,6,1,8,25,1
2460002,2,65,2021,2,2,1,1,2,8,25,1
2620001,1,46,2021,5,2,2,10,1,8,50,3
2620002,2,45,2021,5,2,2,15,1,8,13,3
2620003,1,17,2021,4,1,2,1,2,8,69,3
2620004,2,14,2021,3,1,2,1,2,8,50,3
2640001,1,57,2021,5,2,1,7,2,8,60,1
2640002,2,52,2021,4,2,1,7,1,8,50,3
2640003,2,30,2021,5,1,1,7,1,8,120,3
2640004,2,28,2021,5,2,1,9,1,8,90,3
2640005,1,25,2021,5,1,1,18,1,8,110,3
2690001,1,61,2021,5,2,1,9,1,8,50,1
2690002,2,58,2021,4,2,1,1,2,8,50,1
2690003,1,33,2021,5,2,1,7,1,8,75,1
2700001,1,68,2021,4,2,1,3,1,8,50,3
2700002,2,61,2021,4,2,1,4,1,8,50,3
2700003,1,28,2021,5,1,1,7,1,8,50,2
2710001,1,51,2021,5,2,1,7,1,8,50,1
2710002,2,48,2021,4,2,1,1,2,8,48,1
2710003,1,17,2021,4,1,1,1,2,8,40,1
2720001,1,47,2021,5,2,1,9,1,8,45,2
2720002,2,45,2021,5,2,1,1,2,8,50,2
2730001,1,44,2021,5,2,1,9,1,8,45,3
2730002,2,42,2021,5,2,1,1,2,8,40,3
2750001,1,60,2021,3,2,1,6,1,8,48,3
2750002,2,52,2021,4,2,1,1,2,8,40,3
2760001,1,56,2021,4,2,1,6,1,8,60,3
2760002,2,58,2021,4,2,1,1,2,8,48,3
2770001,1,44,2021,5,2,1,8,1,8,50,1
2770002,2,44,2021,4,2,1,1,2,8,40,1
2770003,2,11,2021,2,1,1,1,2,8,22,1
2780001,1,63,2021,5,2,1,9,1,8,75,1
2780002,2,63,2021,4,2,1,1,2,8,45,1
2780003,1,38,2021,5,1,1,7,1,8,80,1
2800001,1,46,2021,5,2,1,8,1,8,45,3
2800002,2,45,2021,5,2,1,1,2,8,45,3
2810001,1,37,2021,5,2,1,9,1,8,50,3
2810002,2,34,2021,5,2,1,1,2,8,45,3
2820002,2,79,2021,2,3,2,1,2,8,25, 
2820003,1,26,2021,5,1,1,1,2,8,70,3
2820004,1,20,2021,5,1,1,1,2,8,45,3
2830001,1,57,2021,5,2,1,9,1,8,45,3
2830002,2,56,2021,5,2,1,7,1,8,45,3
2840001,1,62,2021,4,2,1,12,1,8,45,3
2840002,2,59,2021,4,2,1,1,2,8,40,1
2850001,2,89,2021,2,3,2,2,2,5,25,1
2850002,1,49,2021,5,1,2,7,1,5,62,1
2870002,2,86,2021,2,3, ,3,2,5, , 
2890001,1,59,2021,4,2,1,7,1,5,53,1
2890002,2,54,2021,4,2,1,1,2,5,43,1
2890005,1,18,2021,4,1,1,1,2,5,32,1
2890006,1,14,2021,3,1,1,1,2,5,32,1
2930002,2,77,2021,2,3,2,2,2,5,18,1
2930003,2,38,2021,5,1,2,7,1,5,59,1
3020001,1,40,2021,5,2,1,9,1,4,79,1
3020002,2,40,2021,5,2,1,1,2,4,51,1
3020003,2,11,2021,2,1,2,1,2,4,19,3
3020004,1,7,2021,2,1,1,1,2,4,18,1
3060004,1,25,2021,5,1,2,5,1,4,67,2
3070001,1,55,2021,4,2,2,6,1,4,58,2
3070002,2,52,2021,4,2,2,6,1,4,48,3
3100002,2,55,2021,5,2,2,1,2,4,55,1
3100003,1,28,2021,4,1,2,5,1,4,72,2
3110001,1,57,2021,5,2,1,9,1,4,72,1
3110002,2,56,2021,5,2,2,1,2,4,48,3
3110003,2,26,2021,5,1,2,7,1,4,55,2
3120001,1,55,2021,5,2,2,7,1,4,45,2
3120002,2,57,2021,4,2,2,1,2,4,55,3
3120003,1,28,2021,5,1,2,4,1,4,42,3
3160001,1,91,2021,3,2,2,2,2,1,13, 
3160002,2,86,2021,2,2,2,2,2,1,20, 
3170001,1,54,2021,4,2,1,9,1,1,53,2
3170002,2,53,2021,4,2,1,4,1,1,50,2
3170003,2,31,2021,5,1,1,6,1,1,70,2
3180001,1,68,2021,4,2,1,7,1,1,65,1
3180003,2,38,2021,4,1,1,6,1,1,70,1
