id,gender,age,year,school,mar,income,job,region,phone_usage_per_m,mobile_bundle,telecom,telecom_change,telecom_change_yn
6120001,1,42,2020,5,2,11,1,8,35,2,4,4,0
6120001,1,43,2021,5,2,11,1,8,31,2,4,4,0
6120001,1,44,2022,5,2,12,1,8,22,1,4,4,0
6120001,1,45,2023,5,2,12,1,8,30,1,4,4,0
6120001,1,46,2024,5,2,12,1,8,29,1,4,4,0
6120001,1,47,2025,5,2,13,1,8,39,1,4,4,0
6120002,2,35,2017,5,2,1,2,8,32,2,4,4,0
6120002,2,36,2018,5,2,1,2,8,40,2,4,4,0
6120002,2,37,2019,5,2,1,2,8,23,2,4,4,0
6120002,2,38,2020,5,2,1,2,8,25,2,4,4,0
6120002,2,39,2021,5,2,1,2,8,18,2,4,4,0
6120002,2,40,2022,4,2,1,2,8,22,1,4,4,0
6120002,2,41,2023,4,2,6,1,8,17,1,4,4,0
6120002,2,42,2024,4,2,14,1,8,18,1,4,4,0
6120002,2,43,2025,4,2,6,1,8,29,1,4,4,0
6150002,2,34,2017,5,2,6,1,4,70,2,3,3,0
6150002,2,35,2018,5,2,6,1,4,64,1,3,3,0
6150002,2,36,2019,5,2,5,1,4,55,1,3,3,0
6150002,2,37,2020,5,2,5,1,4,63,1,3,3,0
6150002,2,38,2021,5,2,5,2,4,50,1,3,3,0
6150002,2,39,2022,5,2,1,2,4,130,1,3,3,0
6150002,2,40,2023,5,2,1,2,4,130,1,3,3,0
6150002,2,41,2024,5,2,6,1,4,65,1,3,3,0
6150002,2,42,2025,5,2,7,1,4,65,1,3,3,0
6200001,1,54,2017,5,2,5,1,4,65,1,1,1,0
6200001,1,55,2018,5,2,4,1,4,65,1,1,1,0
6200001,1,56,2019,5,2,5,1,4,55,1,1,1,0
6200001,1,57,2020,5,2,4,1,4,45,1,1,1,0
6200001,1,58,2021,5,2,4,1,4,28,2,1,1,0
6200001,1,59,2022,5,2,11,1,4,49,1,1,1,0
6200001,1,60,2023,5,2,6,1,4,40,1,1,1,0
6200001,1,61,2024,5,2,14,1,4,37,1,1,1,0
6200001,1,62,2025,5,2,6,1,4,59,1,2,1,1
6200002,2,53,2017,4,2,1,1,4,35,2,2,2,0
6200002,2,54,2018,4,2,1,1,4,35,2,2,2,0
6200002,2,55,2019,4,2,1,1,4,35,2,1,2,1
6200002,2,56,2020,4,2,1,2,4,35,2,1,1,0
6200002,2,57,2021,4,2,1,1,4,30,2,1,1,0
6200002,2,58,2022,4,2,6,1,4,35,1,1,1,0
6200002,2,59,2023,4,2,1,1,4,17,1,1,1,0
6200002,2,60,2024,4,2,14,1,4,36,1,1,1,0
6200002,2,61,2025,4,2,1,2,4,59,1,2,1,1
6260001,1,44,2017,6,2,8,1,8,55,1,3,3,0
6260001,1,45,2018,6,2,7,1,8,69,1,3,3,0
6260001,1,46,2019,6,2,13,1,8,120,1,3,3,0
6260001,1,47,2020,6,2,10,1,8,55,1,3,3,0
6260001,1,48,2021,6,2,11,1,8,59,2,3,3,0
6260001,1,49,2022,6,2,12,1,8,59,1,3,3,0
6260001,1,50,2023,6,2,12,1,8,92,1,3,3,0
6260001,1,51,2024,6,2,10,1,8,65,1,2,3,1
6260001,1,52,2025,6,2,12,1,8,65,1,2,2,0
6260002,2,39,2017,5,2,6,1,8,55,1,3,3,0
6260002,2,40,2018,5,2,1,2,8,95,1,3,3,0
6260002,2,41,2019,5,2,8,1,8,65,1,3,3,0
6260002,2,42,2020,5,2,7,1,8,55,1,3,3,0
6260002,2,43,2021,5,2,7,2,8,59,1,3,3,0
6260002,2,44,2022,5,2,7,1,8,56,1,3,3,0
6260002,2,45,2023,5,2,7,1,8,59,1,3,3,0
6260002,2,46,2024,5,2,6,1,8,100,1,3,3,0
6260002,2,47,2025,5,4,8,1,8,65,1,3,3,0
6260004,2,76,2017,4,3,1,2,8,26,1,1,1,0
6260004,2,77,2018,4,3,1,2,8,21,1,3,1,1
6260004,2,78,2019,4,3,1,2,8,45,1,3,3,0
6260004,2,79,2020,4,3,1,2,8,18,1,3,3,0
6260004,2,80,2021,4,3,2,2,8,19,1,3,3,0
6260004,2,81,2022,4,3,1,2,8,23,1,3,3,0
6260004,2,82,2023,4,3,1,2,8,26,1,3,3,0
6260004,2,83,2024,4,3,1,2,8,26,1,3,3,0
6260004,2,84,2025,4,3,1,2,8,25,1,3,3,0
6270001,1,38,2017,4,2,8,1,8,60,1,1,1,0
6270001,1,39,2018,4,2,8,1,8,50,2,3,1,1
6270001,1,40,2019,4,2,7,1,8,52,1,3,3,0
6270001,1,41,2020,4,2,7,1,8,118,2,1,3,1
6270001,1,42,2021,4,2,7,1,8,69,2,1,1,0
6270001,1,43,2022,4,2,7,1,8,45,1,1,1,0
6270001,1,44,2023,4,2,7,1,8,70,1,1,1,0
6270001,1,45,2024,4,2,8,1,8,70,1,3,1,1
6270001,1,46,2025,4,2,8,1,8,55,1,1,3,1
6270002,2,37,2017,4,2,1,2,8,50,1,1,1,0
6270002,2,38,2018,4,2,1,2,8,29,2,3,1,1
6270002,2,39,2019,4,2,4,1,8,52,1,3,3,0
6270002,2,40,2020,4,2,5,1,8,128,2,1,3,1
6270002,2,41,2021,4,2,5,1,8,92,2,1,1,0
6270002,2,42,2022,4,2,5,1,8,45,1,1,1,0
6270002,2,43,2023,4,2,6,1,8,70,1,1,1,0
6270002,2,44,2024,4,2,7,1,8,60,1,3,1,1
6270002,2,45,2025,4,2,6,1,8,50,1,1,3,1
6280001,1,40,2017,5,2,10,1,8,70,1,1,1,0
6280001,1,41,2018,5,2,8,1,8,75,1,3,1,1
6280001,1,42,2019,5,2,7,1,8,52,1,3,3,0
6280001,1,43,2020,5,2,11,1,8,53,1,3,3,0
6280001,1,44,2021,5,2,11,1,8,68,2,3,3,0
6280001,1,45,2022,5,2,11,1,8,65,1,1,3,1
6280001,1,46,2023,5,2,10,1,8,70,1,1,1,0
6280001,1,47,2024,5,2,11,1,8,68,1,3,1,1
6280001,1,48,2025,5,2,10,1,8,70,1,3,3,0
6280002,2,40,2017,4,2,1,2,8,50,1,1,1,0
6280002,2,41,2018,4,2,1,2,8,35,1,3,1,1
6280002,2,42,2019,4,2,1,2,8,52,1,3,3,0
6280002,2,43,2020,4,2,1,2,8,58,1,3,3,0
6280002,2,44,2021,4,2,1,2,8,55,1,3,3,0
6280002,2,45,2022,4,2,1,2,8,65,1,1,3,1
6280002,2,46,2023,4,2,1,2,8,50,1,1,1,0
6280002,2,47,2024,4,2,1,2,8,53,1,3,1,1
6280002,2,48,2025,4,2,1,2,8,60,1,3,3,0
6290001,1,49,2017,5,2,8,1,8,45,1,2,2,0
6290001,1,50,2018,5,2,6,1,8,59,1,1,2,1
6290001,1,51,2019,5,2,6,1,8,56,1,3,1,1
6290001,1,52,2020,5,2,7,1,8,33,1,1,3,1
6290001,1,53,2021,5,2,7,1,8,69,1,1,1,0
6290001,1,54,2022,5,2,9,1,8,69,1,1,1,0
6290001,1,55,2023,5,2,9,1,8,50,1,1,1,0
6290001,1,56,2024,5,2,9,1,8,59,1,1,1,0
6290001,1,57,2025,5,2,9,1,8,50,1,1,1,0
6290002,2,41,2017,5,2,1,2,8,59,1,2,2,0
6290002,2,42,2018,5,2,1,2,8,38,1,1,2,1
6290002,2,43,2019,5,2,1,2,8,38,1,3,1,1
6290002,2,44,2020,5,2,1,2,8,33,1,1,3,1
6290002,2,45,2021,5,2,5,1,8,33,1,1,1,0
6290002,2,46,2022,5,2,6,1,8,33,1,1,1,0
6290002,2,47,2023,5,2,7,1,8,39,1,1,1,0
6290002,2,48,2024,5,2,7,1,8,39,1,1,1,0
6290002,2,49,2025,5,2,6,1,8,39,1,1,1,0
6310001,2,49,2017,4,4,1,2,8,38,2,1,1,0
6310001,2,50,2018,4,4,1,2,8,35,2,1,1,0
6310001,2,51,2019,4,4,1,2,8,43,2,1,1,0
6310001,2,52,2020,4,4,1,2,8,37,2,3,1,1
6310001,2,53,2021,4,4,1,2,8,38,2,1,3,1
6310001,2,54,2022,4,4,1,2,8,40,1,2,1,1
6310001,2,55,2023,4,4,1,2,8,40,1,3,2,1
6310001,2,56,2024,4,4,6,1,8,43,2,3,3,0
6310001,2,57,2025,4,4,1,2,8,40,2,3,3,0
6330001,1,38,2017,5,2,8,1,8,75,1,3,3,0
6330001,1,39,2018,5,2,8,1,8,75,1,3,3,0
6330001,1,40,2019,5,2,7,1,8,34,1,3,3,0
6330001,1,41,2020,5,2,7,1,8,78,1,3,3,0
6330001,1,42,2021,5,2,7,1,8,59,2,3,3,0
6330001,1,43,2022,5,2,8,1,8,55,1,1,3,1
6330001,1,44,2023,5,2,9,1,8,75,1,1,1,0
6330001,1,45,2024,5,2,8,1,8,55,1,3,1,1
6330001,1,46,2025,5,2,8,1,8,85,1,3,3,0
6330002,2,37,2017,5,2,1,2,8,35,1,3,3,0
6330002,2,38,2018,5,2,1,2,8,40,1,3,3,0
6330002,2,39,2019,5,2,1,2,8,34,1,3,3,0
6330002,2,40,2020,5,2,1,2,8,79,1,3,3,0
6330002,2,41,2021,5,2,1,2,8,55,1,3,3,0
6330002,2,42,2022,5,2,1,2,8,55,1,1,3,1
6330002,2,43,2023,5,2,1,2,8,70,1,1,1,0
6330002,2,44,2024,5,2,1,2,8,50,1,3,1,1
6330002,2,45,2025,5,2,1,2,8,50,1,3,3,0
6340001,1,38,2017,4,2,8,1,8,60,2,1,1,0
6340001,1,39,2018,4,2,8,1,8,70,1,3,1,1
6340001,1,40,2019,4,2,7,1,8,35,1,2,3,1
6340001,1,41,2020,4,2,7,1,8,78,1,1,2,1
6340001,1,42,2021,4,2,7,1,8,55,1,1,1,0
6340001,1,43,2022,4,2,7,1,8,64,1,1,1,0
6340001,1,44,2023,4,2,7,1,8,55,1,1,1,0
6340001,1,45,2024,4,2,7,1,8,65,1,3,1,1
6340001,1,46,2025,4,2,7,1,8,60,1,1,3,1
6340002,2,37,2017,4,2,1,2,8,45,2,1,1,0
6340002,2,38,2018,4,2,1,2,8,35,1,3,1,1
6340002,2,39,2019,4,2,1,2,8,35,1,2,3,1
6340002,2,40,2020,4,2,1,2,8,79,1,1,2,1
6340002,2,41,2021,4,2,1,2,8,34,2,1,1,0
6340002,2,42,2022,4,2,1,2,8,74,1,1,1,0
6340002,2,43,2023,4,2,1,2,8,49,1,1,1,0
6340002,2,44,2024,4,2,6,1,8,50,1,3,1,1
6340002,2,45,2025,4,2,7,1,8,60,1,1,3,1
6360001,1,53,2017,5,2,12,1,8,50,1,3,3,0
6360001,1,54,2018,5,2,8,1,8,50,1,1,3,1
6360001,1,55,2019,5,2,10,1,8,70,1,1,1,0
6360001,1,56,2020,5,2,11,1,8,59,1,2,1,1
6360001,1,57,2021,5,2,11,1,8,33,2,2,2,0
6360001,1,58,2022,5,2,11,1,8,60,1,2,2,0
6360001,1,59,2023,5,2,11,1,8,45,1,3,2,1
6360001,1,60,2024,5,2,10,1,8,62,1,1,3,1
6360001,1,61,2025,5,2,10,1,8,75,1,1,1,0
6360002,2,48,2017,6,2,1,2,8,40,1,1,1,0
6360002,2,49,2018,6,2,1,2,8,50,1,1,1,0
6360002,2,50,2019,6,2,1,2,8,50,1,1,1,0
6360002,2,51,2020,6,2,1,2,8,69,1,2,1,1
6360002,2,52,2021,6,2,1,2,8,43,2,2,2,0
6360002,2,53,2022,6,2,1,2,8,60,1,3,2,1
6360002,2,54,2023,6,2,1,2,8,45,1,3,3,0
6360002,2,55,2024,6,2,1,2,8,50,1,1,3,1
6360002,2,56,2025,6,2,1,2,8,60,1,1,1,0
6370001,1,44,2017,5,2,12,1,8,55,2,2,2,0
6370001,1,45,2018,5,2,11,1,8,42,1,3,2,1
6370001,1,46,2019,5,2,13,1,8,57,2,1,3,1
6370001,1,47,2020,5,2,13,1,8,42,1,1,1,0
6370001,1,48,2021,5,2,12,1,8,45,2,1,1,0
6370001,1,49,2022,5,2,13,1,8,38,1,1,1,0
6370001,1,50,2023,5,2,13,1,8,42,1,2,1,1
6370001,1,51,2024,5,2,12,1,8,70,1,3,2,1
6370001,1,52,2025,5,2,12,1,8,70,1,3,3,0
6370002,2,43,2017,5,2,12,2,8,43,1,3,3,0
6370002,2,44,2018,5,2,1,2,8,42,1,3,3,0
6370002,2,45,2019,5,2,1,2,8,78,1,3,3,0
6370002,2,46,2020,5,2,1,2,8,33,1,3,3,0
6370002,2,47,2021,5,2,1,2,8,37,1,3,3,0
6370002,2,48,2022,5,2,4,1,8,35,1,2,3,1
6370002,2,49,2023,5,2,1,2,8,55,1,2,2,0
6370002,2,50,2024,5,2,1,2,8,60,1,3,2,1
6370002,2,51,2025,5,2,1,2,8,50,1,3,3,0
6430001,2,60,2017,4,4,1,2,8,55,2,3,3,0
6430001,2,61,2018,4,4,1,2,8,46,2,3,3,0
6430001,2,62,2019,4,4,2,2,8,42,2,3,3,0
6430001,2,63,2020,4,4,1,2,8,60,2,3,3,0
6430001,2,64,2021,4,4,1,2,8,40,2,3,3,0
6430001,2,65,2022,4,4,1,2,8,52,1,2,3,1
6430001,2,66,2023,4,4,1,2,8,40,1,3,2,1
6430001,2,67,2024,4,4,1,2,8,60,1,3,3,0
6430001,2,68,2025,4,4,1,2,8,35,1,3,3,0
6430002,1,43,2017,4,1,4,1,8,55,2,3,3,0
6430002,1,44,2018,4,1,4,1,8,38,2,3,3,0
6430002,1,45,2019,4,1,5,1,8,52,2,3,3,0
6430002,1,46,2020,4,1,6,1,8,53,2,3,3,0
6430002,1,47,2021,4,1,6,1,8,35,2,2,3,1
6430002,1,48,2022,4,1,6,1,8,60,1,3,2,1
6430002,1,49,2023,4,1,6,1,8,40,1,1,3,1
6430002,1,50,2024,4,1,6,1,8,52,1,3,1,1
6430002,1,51,2025,4,1,6,1,8,45,1,3,3,0
6470002,2,56,2017,3,2,4,1,8,70,1,3,3,0
6470002,2,57,2018,3,2,5,1,8,59,1,3,3,0
6470002,2,58,2019,3,2,5,1,8,30,1,3,3,0
6470002,2,59,2020,3,2,5,1,8,17,1,3,3,0
6470002,2,60,2021,3,2,5,1,8,49,2,3,3,0
6470002,2,61,2022,3,2,6,1,8,56,1,3,3,0
6470002,2,62,2023,3,2,5,1,8,14,1,3,3,0
6470002,2,63,2024,3,2,6,1,8,40,1,1,3,1
6470002,2,64,2025,3,2,6,1,8,56,1,1,1,0
6480004,2,18,2017,4,1,1,2,8,55,2,2,2,0
6480004,2,19,2018,4,1,3,1,8,30,2,2,2,0
6480004,2,20,2019,4,1,5,1,8,45,2,1,2,1
6480004,2,21,2020,4,1,5,1,8,60,2,1,1,0
6480004,2,22,2021,4,1,6,1,8,69,2,1,1,0
6480004,2,23,2022,4,1,5,1,8,80,2,1,1,0
6480004,2,24,2023,4,1,6,1,8,86,2,1,1,0
6480004,2,25,2024,4,1,6,1,8,79,2,3,1,1
6480004,2,26,2025,4,1,5,1,8,191,2,1,3,1
6480005,1,16,2017,4,1,1,2,8,45,2,1,1,0
6480005,1,17,2018,4,1,1,2,8,30,2,1,1,0
6480005,1,18,2019,4,1,1,2,8,25,2,1,1,0
6480005,1,19,2020,4,1,1,2,8,85,1,1,1,0
6480005,1,20,2021,5,1,1,2,8,80,2,1,1,0
6480005,1,21,2022,5,1,6,1,8,120,2,1,1,0
6480005,1,22,2023,5,1,1,2,8,79,2,1,1,0
6480005,1,23,2024,5,1,1,2,8,45,2,3,1,1
6480005,1,24,2025,5,1,6,1,8,150,2,3,3,0
6520001,1,43,2017,4,2,8,1,8,40,1,1,1,0
6520001,1,44,2018,4,2,7,1,8,55,1,3,1,1
6520001,1,45,2019,4,2,6,1,8,70,1,3,3,0
6520001,1,46,2020,4,2,6,1,8,59,1,3,3,0
6520001,1,47,2021,4,2,7,1,8,79,1,3,3,0
6520001,1,48,2022,4,2,7,1,8,55,1,1,3,1
6520001,1,49,2023,4,2,8,1,8,70,1,3,1,1
6520001,1,50,2024,4,2,9,1,8,50,1,3,3,0
6520001,1,51,2025,4,2,9,1,8,60,1,1,3,1
6520002,2,39,2017,4,2,1,2,8,38,1,1,1,0
6520002,2,40,2018,4,2,1,2,8,35,1,3,1,1
6520002,2,41,2019,4,2,1,2,8,50,1,3,3,0
6520002,2,42,2020,4,2,1,2,8,38,1,3,3,0
6520002,2,43,2021,4,2,1,2,8,55,2,3,3,0
6520002,2,44,2022,4,2,1,2,8,34,1,1,3,1
6520002,2,45,2023,4,2,1,2,8,50,1,3,1,1
6520002,2,46,2024,4,2,1,2,8,50,1,3,3,0
6520002,2,47,2025,4,2,1,2,8,50,1,1,3,1
6540001,1,40,2017,4,2,6,1,8,40,2,1,1,0
6540001,1,41,2018,4,2,7,1,8,40,1,1,1,0
6540001,1,42,2019,4,2,6,1,8,40,1,1,1,0
6540001,1,43,2020,4,2,7,1,8,38,1,1,1,0
6540001,1,44,2021,4,2,7,1,8,36,1,3,1,1
6540001,1,45,2022,4,2,8,1,8,62,1,1,3,1
6540001,1,46,2023,4,2,9,1,8,78,1,1,1,0
6540001,1,47,2024,4,2,9,1,8,55,1,1,1,0
6540001,1,48,2025,4,2,9,1,8,55,2,1,1,0
6540002,2,41,2017,5,2,1,2,8,43,2,3,3,0
6540002,2,42,2018,5,2,1,2,8,38,1,3,3,0
6540002,2,43,2019,5,2,1,2,8,40,2,2,3,1
6540002,2,44,2020,5,2,1,2,8,38,1,2,2,0
6540002,2,45,2021,5,2,1,2,8,38,1,3,2,1
6540002,2,46,2022,5,2,5,1,8,62,1,1,3,1
6540002,2,47,2023,5,2,5,1,8,54,1,1,1,0
6540002,2,48,2024,5,2,3,2,8,55,1,1,1,0
6540002,2,49,2025,5,2,3,2,8,47,2,3,1,1
6550001,1,41,2017,5,2,6,1,1,71,1,1,1,0
6550001,1,42,2018,5,2,6,1,1,71,1,1,1,0
6550001,1,43,2019,5,2,6,1,1,69,2,1,1,0
6550001,1,44,2020,5,2,7,1,1,52,1,1,1,0
6550001,1,45,2021,5,2,7,1,1,59,1,1,1,0
6550001,1,46,2022,5,2,7,1,1,59,1,1,1,0
6550001,1,47,2023,5,2,8,1,1,59,1,1,1,0
6550001,1,48,2024,5,2,8,1,1,59,1,1,1,0
6550001,1,49,2025,5,2,5,1,1,42,1,1,1,0
6550002,2,39,2017,5,2,1,2,1,25,1,1,1,0
6550002,2,40,2018,5,2,3,1,1,29,1,1,1,0
6550002,2,41,2019,5,2,3,1,1,25,2,1,1,0
6550002,2,42,2020,5,2,3,1,1,33,1,1,1,0
6550002,2,43,2021,5,2,4,1,1,28,1,1,1,0
6550002,2,44,2022,5,2,4,1,1,68,1,1,1,0
6550002,2,45,2023,5,2,4,1,1,32,1,1,1,0
6550002,2,46,2024,5,2,4,1,1,33,1,1,1,0
6550002,2,47,2025,5,2,9,1,1,40,1,1,1,0
6580002,2,40,2017,5,2,1,2,8,70,1,2,2,0
6580002,2,41,2018,5,2,1,2,8,35,1,2,2,0
6580002,2,42,2019,5,2,1,2,8,45,1,3,2,1
6580002,2,43,2020,5,2,1,2,8,50,1,1,3,1
6580002,2,44,2021,5,2,1,2,8,62,1,1,1,0
6580002,2,45,2022,5,2,1,2,8,55,1,1,1,0
6580002,2,46,2023,5,2,1,2,8,50,1,1,1,0
6580002,2,47,2024,5,2,1,2,8,34,1,1,1,0
6580002,2,48,2025,5,2,1,2,8,45,1,1,1,0
6650001,1,52,2017,5,2,10,1,8,48,1,1,1,0
6650001,1,53,2018,5,2,9,1,8,42,2,1,1,0
6650001,1,54,2019,5,2,8,1,8,50,1,1,1,0
6650001,1,55,2020,5,2,9,1,8,49,2,1,1,0
6650001,1,56,2021,5,2,9,1,8,45,1,1,1,0
6650001,1,57,2022,5,2,10,1,8,35,1,1,1,0
6650001,1,58,2023,5,2,9,1,8,45,1,1,1,0
6650001,1,59,2024,5,2,9,1,8,45,1,3,1,1
6650001,1,60,2025,5,2,9,1,8,45,1,3,3,0
6650002,2,50,2017,5,2,1,2,8,48,1,1,1,0
6650002,2,51,2018,5,2,1,2,8,42,2,1,1,0
6650002,2,52,2019,5,2,4,1,8,50,1,1,1,0
6650002,2,53,2020,5,2,4,1,8,49,2,1,1,0
6650002,2,54,2021,5,2,4,1,8,50,1,1,1,0
6650002,2,55,2022,5,2,5,1,8,33,1,1,1,0
6650002,2,56,2023,5,2,6,1,8,35,1,1,1,0
6650002,2,57,2024,5,2,7,1,8,34,1,3,1,1
6650002,2,58,2025,6,2,6,1,8,34,1,3,3,0
6650003,1,15,2017,3,1,1,2,8,38,1,1,1,0
6650003,1,16,2018,4,1,1,2,8,32,2,1,1,0
6650003,1,17,2019,4,1,1,2,8,24,1,1,1,0
6650003,1,18,2020,4,1,1,2,8,33,2,1,1,0
6650003,1,19,2021,5,1,2,2,8,22,1,1,1,0
6650003,1,20,2022,5,1,1,2,8,33,1,1,1,0
6650003,1,21,2023,5,1,3,2,8,67,1,1,1,0
6650003,1,22,2024,5,1,3,1,8,45,1,3,1,1
6650003,1,23,2025,5,1,1,2,8,45,1,3,3,0
6660002,2,52,2017,4,2,5,1,1,41,1,2,2,0
6660002,2,53,2018,4,2,3,1,1,45,1,2,2,0
6660002,2,54,2019,4,2,4,1,1,35,2,2,2,0
6660002,2,55,2020,4,2,4,1,1,39,2,2,2,0
6660002,2,56,2021,4,2,3,1,1,38,1,2,2,0
6660002,2,57,2022,4,2,4,1,1,34,1,2,2,0
6660002,2,58,2023,4,2,5,1,1,35,1,2,2,0
6660002,2,59,2024,4,2,4,1,1,35,1,2,2,0
6660002,2,60,2025,4,2,5,1,1,47,1,3,2,1
6660003,2,28,2017,5,1,8,1,1,41,1,2,2,0
6660003,2,29,2018,5,1,9,1,1,55,1,2,2,0
6660003,2,30,2019,5,1,1,2,1,35,2,2,2,0
6660003,2,31,2020,5,1,10,1,1,35,1,2,2,0
6660003,2,32,2021,5,1,8,1,1,40,2,1,2,1
6660003,2,33,2022,5,1,13,1,1,45,1,1,1,0
6660003,2,34,2023,5,1,10,1,1,25,1,4,1,1
6660003,2,35,2024,5,1,12,1,1,25,1,4,4,0
6660003,2,36,2025,5,1,13,1,1,64,1,3,4,1
6670001,1,45,2017,5,2,9,1,1,65,1,1,1,0
6670001,1,46,2018,5,2,8,1,1,30,1,1,1,0
6670001,1,47,2019,5,2,9,1,1,33,1,1,1,0
6670001,1,48,2020,5,2,9,1,1,33,1,1,1,0
6670001,1,49,2021,5,2,9,1,1,33,1,1,1,0
6670001,1,50,2022,5,2,9,1,1,33,1,1,1,0
6670001,1,51,2023,5,2,9,1,1,2,1,1,1,0
6670001,1,52,2024,5,2,12,1,1,25,1,1,1,0
6670001,1,53,2025,5,2,12,1,1,64,1,3,1,1
6670002,2,42,2017,4,2,3,1,1,65,1,1,1,0
6670002,2,43,2018,4,2,1,2,1,29,1,1,1,0
6670002,2,44,2019,4,2,1,2,1,33,1,1,1,0
6670002,2,45,2020,4,2,1,2,1,33,1,1,1,0
6670002,2,46,2021,4,2,1,2,1,66,1,1,1,0
6670002,2,47,2022,4,2,1,2,1,25,1,1,1,0
6670002,2,48,2023,4,2,1,2,1,25,1,1,1,0
6670002,2,49,2024,4,2,1,2,1,25,1,1,1,0
6670002,2,50,2025,4,2,1,2,1,28,1,3,1,1
6690001,2,43,2017,4,2,1,2,1,53,1,1,1,0
6690001,2,44,2018,4,2,1,2,1,30,2,1,1,0
6690001,2,45,2019,4,2,1,2,1,32,1,1,1,0
6690001,2,46,2020,4,2,7,2,1,46,2,1,1,0
6690001,2,47,2021,4,2,1,2,1,46,1,1,1,0
6690001,2,48,2022,4,2,1,2,1,38,1,1,1,0
6690001,2,49,2023,4,2,1,2,1,32,1,1,1,0
6690001,2,50,2024,4,2,1,2,1,38,1,1,1,0
6690001,2,51,2025,4,2,1,2,1,38,1,2,1,1
6690003,2,13,2017,3,1,1,2,1,30,2,1,1,0
6690003,2,14,2018,3,1,1,2,1,35,2,1,1,0
6690003,2,15,2019,3,1,1,2,1,39,1,1,1,0
6690003,2,16,2020,4,1,1,2,1,38,2,1,1,0
6690003,2,17,2021,4,1,1,2,1,37,1,1,1,0
6690003,2,18,2022,4,1,1,2,1,38,1,1,1,0
6690003,2,19,2023,5,1,1,2,1,38,1,1,1,0
6690003,2,20,2024,5,1,1,2,1,46,1,1,1,0
6690003,2,21,2025,5,1,1,2,1,38,1,2,1,1
6690004,2,11,2017,2,1,1,2,1,25,1,1,1,0
6690004,2,12,2018,2,1,1,2,1,25,2,1,1,0
6690004,2,13,2019,3,1,1,2,1,19,1,1,1,0
6690004,2,14,2020,3,1,1,2,1,34,2,1,1,0
6690004,2,15,2021,3,1,1,2,1,18,1,1,1,0
6690004,2,16,2022,4,1,1,2,1,28,1,1,1,0
6690004,2,17,2023,4,1,1,2,1,28,1,1,1,0
6690004,2,18,2024,4,1,1,2,1,28,1,1,1,0
6690004,2,19,2025,5,1,1,2,1,33,1,2,1,1
6700002,2,44,2017,5,2,1,2,1,32,1,1,1,0
6700002,2,45,2018,5,2,1,2,1,32,2,1,1,0
6700002,2,46,2019,5,2,1,2,1,23,1,1,1,0
6700002,2,47,2020,5,2,1,2,1,33,1,1,1,0
6700002,2,48,2021,5,2,1,2,1,33,1,1,1,0
6700002,2,49,2022,5,2,1,2,1,23,1,1,1,0
6700002,2,50,2023,5,2,1,2,1,44,1,1,1,0
6700002,2,51,2024,5,2,1,2,1,22,1,1,1,0
6700002,2,52,2025,5,2,1,2,1,37,1,2,1,1
6700003,2,13,2017,3,1,1,2,1,32,2,1,1,0
6700003,2,14,2018,3,1,1,2,1,25,2,1,1,0
6700003,2,15,2019,3,1,1,2,1,27,1,1,1,0
6700003,2,16,2020,4,1,1,2,1,15,1,1,1,0
6700003,2,17,2021,4,1,1,2,1,21,1,1,1,0
6700003,2,18,2022,4,1,1,2,1,19,1,1,1,0
6700003,2,19,2023,5,1,2,2,1,35,1,1,1,0
6700003,2,20,2024,5,1,2,2,1,34,1,1,1,0
6700003,2,21,2025,5,1,1,2,1,34,1,2,1,1
6700004,2,10,2017,2,1,1,2,1,24,2,3,3,0
6700004,2,11,2018,2,1,1,2,1,19,2,1,3,1
6700004,2,12,2019,2,1,1,2,1,14,1,1,1,0
6700004,2,13,2020,3,1,1,2,1,18,1,1,1,0
6700004,2,14,2021,3,1,1,2,1,31,1,1,1,0
6700004,2,15,2022,3,1,1,2,1,21,1,1,1,0
6700004,2,16,2023,4,1,1,2,1,20,1,1,1,0
6700004,2,17,2024,4,1,1,2,1,22,1,1,1,0
6700004,2,18,2025,4,1,1,2,1,32,1,2,1,1
6760002,2,40,2017,5,2,1,2,1,46,2,1,1,0
6760002,2,41,2018,5,2,1,2,1,32,2,1,1,0
6760002,2,42,2019,5,2,1,2,1,26,2,1,1,0
6760002,2,43,2020,5,2,1,2,1,33,1,1,1,0
6760002,2,44,2021,5,2,1,2,1,23,2,1,1,0
6760002,2,45,2022,5,2,1,2,1,23,1,1,1,0
6760002,2,46,2023,5,2,1,2,1,23,1,1,1,0
6760002,2,47,2024,5,2,1,2,1,23,1,1,1,0
6760002,2,48,2025,5,2,1,2,1,36,1,1,1,0
6760003,1,13,2017,3,1,1,2,1,11,2,1,1,0
6760003,1,14,2018,3,1,1,2,1,32,2,1,1,0
6760003,1,15,2019,3,1,1,2,1,31,2,1,1,0
6760003,1,16,2020,4,1,1,2,1,31,1,1,1,0
6760003,1,17,2021,4,1,1,2,1,33,1,1,1,0
6760003,1,18,2022,4,1,1,2,1,27,1,1,1,0
6760003,1,19,2023,5,1,1,2,1,34,1,1,1,0
6760003,1,20,2024,5,1,1,2,1,35,1,1,1,0
6760003,1,21,2025,5,1,1,2,1,36,1,1,1,0
6810002,2,43,2017,5,2,1,2,8,60,1,2,2,0
6810002,2,44,2018,4,2,1,2,8,39,1,1,2,1
