id,gender,age,year,school,mar,income,job,region,phone_usage_per_m,mobile_bundle,telecom,telecom_change,telecom_change_yn
300002,2,35,2025,5,1,7,1,1,49,2,1,1,0
300003,2,30,2017,5,1,4,1,1,60,2,1,1,0
300003,2,31,2018,5,1,7,1,1,69,1,1,1,0
300003,2,32,2019,5,1,5,1,1,50,2,2,1,1
300003,2,33,2020,5,1,5,1,1,55,1,2,2,0
300003,2,34,2021,5,1,5,1,1,48,1,1,2,1
300003,2,35,2022,5,1,5,1,8,82,1,3,1,1
300003,2,36,2023,5,1,5,1,8,78,1,1,3,1
300003,2,37,2024,5,1,7,1,1,37,1,2,1,1
300003,2,38,2025,5,1,7,1,1,59,2,1,2,1
310001,1,58,2017,4,2,6,1,1,40,2,1,1,0
310001,1,59,2018,4,2,6,1,1,49,2,1,1,0
310001,1,60,2019,4,2,6,1,1,40,2,1,1,0
310001,1,61,2020,4,2,7,1,1,40,1,1,1,0
310001,1,62,2021,4,2,7,1,1,37,1,1,1,0
310001,1,63,2022,4,2,7,1,1,55,1,1,1,0
310001,1,64,2023,4,2,7,1,1,75,1,1,1,0
310001,1,65,2024,4,2,7,1,1,42,1,1,1,0
310001,1,66,2025,4,2,7,1,1,39,2,2,1,1
310002,2,54,2017,4,2,4,1,1,40,2,1,1,0
310002,2,55,2018,4,2,7,1,1,68,2,2,1,1
310002,2,56,2019,4,2,5,1,1,40,2,1,2,1
310002,2,57,2020,4,2,5,1,1,40,1,1,1,0
310002,2,58,2021,4,2,5,1,1,37,1,1,1,0
310002,2,59,2022,4,2,5,1,1,55,1,1,1,0
310002,2,60,2023,4,2,5,1,1,69,1,1,1,0
310002,2,61,2024,4,2,1,2,1,38,1,1,1,0
310002,2,62,2025,4,2,1,2,1,39,2,2,1,1
310003,2,25,2017,5,1,5,1,1,75,2,1,1,0
310003,2,26,2018,5,1,7,1,1,70,2,3,1,1
310003,2,27,2019,5,1,6,1,1,40,2,1,3,1
310003,2,28,2020,5,1,7,1,1,60,1,1,1,0
310003,2,29,2021,5,1,7,1,1,39,1,1,1,0
310003,2,30,2022,5,1,7,1,1,88,1,1,1,0
310003,2,31,2023,5,1,7,1,1,68,1,1,1,0
310003,2,32,2024,5,1,8,1,1,69,1,1,1,0
310003,2,33,2025,5,1,9,1,1,55,2,1,1,0
350001,1,62,2017,4,2,4,2,1,40,2,1,1,0
350001,1,63,2018,4,2,1,2,1,45,2,1,1,0
350001,1,64,2019,4,2,3,2,1,35,2,1,1,0
350001,1,65,2020,4,2,3,2,1,40,1,1,1,0
350001,1,66,2021,4,2,4,1,1,21,1,1,1,0
350001,1,67,2022,4,2,5,1,1,38,1,1,1,0
350001,1,68,2023,4,2,4,1,1,45,1,3,1,1
350001,1,69,2024,4,2,5,1,1,34,1,3,3,0
350001,1,70,2025,4,2,5,1,1,33,1,1,3,1
350002,1,30,2017,5,1,6,1,1,55,2,1,1,0
350002,1,31,2018,5,1,6,1,1,50,1,1,1,0
350002,1,32,2019,5,1,7,1,1,75,2,1,1,0
350002,1,33,2020,5,1,7,1,1,70,1,3,1,1
350002,1,34,2021,5,1,7,1,1,61,1,1,3,1
350002,1,35,2022,5,1,7,1,1,98,1,1,1,0
350002,1,36,2023,5,2,7,1,1,45,1,3,1,1
350002,1,37,2024,5,4,8,1,1,75,1,3,3,0
350002,1,38,2025,5,4,8,1,1,44,1,1,3,1
350003,2,63,2017,4,2,1,2,1,50,2,1,1,0
350003,2,64,2018,4,2,1,2,1,35,1,1,1,0
350003,2,65,2019,4,2,1,2,1,35,2,3,1,1
350003,2,66,2020,4,2,1,2,1,25,1,3,3,0
350003,2,67,2021,4,2,1,2,1,21,1,1,3,1
350003,2,68,2022,4,2,1,2,1,38,1,1,1,0
350003,2,69,2023,4,2,7,1,1,79,1,3,1,1
350003,2,70,2024,4,2,5,2,1,34,1,2,3,1
350003,2,71,2025,4,2,1,2,1,33,1,1,2,1
360001,1,45,2017,5,2,9,1,8,65,2,1,1,0
360001,1,46,2018,5,2,6,1,8,70,2,1,1,0
360001,1,47,2019,5,2,8,1,8,45,2,1,1,0
360001,1,48,2020,5,2,9,1,8,72,2,2,1,1
360001,1,49,2021,5,2,8,1,8,72,2,1,2,1
360001,1,50,2022,5,2,8,1,8,68,2,1,1,0
360001,1,51,2023,5,2,13,1,8,68,2,1,1,0
360001,1,52,2024,5,2,11,1,8,58,2,2,1,1
360001,1,53,2025,5,2,11,1,8,55,2,2,2,0
360002,2,40,2017,5,2,1,2,8,62,1,1,1,0
360002,2,41,2018,5,2,1,2,8,35,2,1,1,0
360002,2,42,2019,5,2,1,2,8,40,2,1,1,0
360002,2,43,2020,5,2,1,2,8,59,2,3,1,1
360002,2,44,2021,5,2,1,2,8,30,2,2,3,1
360002,2,45,2022,5,2,1,2,8,65,2,2,2,0
360002,2,46,2023,5,2,1,2,8,45,2,1,2,1
360002,2,47,2024,5,2,7,1,8,60,2,1,1,0
360002,2,48,2025,5,2,6,1,8,58,2,2,1,1
380002,2,38,2017,6,2,5,1,8,60,2,2,2,0
380002,2,39,2018,6,2,5,1,8,45,2,3,2,1
380002,2,40,2019,6,2,6,1,8,50,2,1,3,1
380002,2,41,2020,6,2,7,1,8,57,2,2,1,1
380002,2,42,2021,6,2,8,1,9,65,2,1,2,1
380002,2,43,2022,6,2,11,1,8,60,2,2,1,1
380002,2,44,2023,6,2,8,1,8,62,2,3,2,1
380002,2,45,2024,6,2,8,1,8,62,2,2,3,1
380002,2,46,2025,6,2,8,1,8,60,2,2,2,0
390001,2,49,2017,4,2,1,2,5,69,1,1,1,0
390001,2,50,2018,4,2,1,2,4,55,1,1,1,0
390001,2,51,2019,4,2,1,2,4,65,1,3,1,1
390001,2,52,2020,4,2,1,2,4,69,1,3,3,0
390001,2,53,2021,4,2,1,2,4,69,1,1,3,1
390001,2,54,2022,4,2,1,2,4,22,1,1,1,0
390001,2,55,2023,4,2,1,2,4,54,1,1,1,0
390001,2,56,2024,4,2,1,2,4,22,1,1,1,0
390001,2,57,2025,4,2,1,2,4,82,1,2,1,1
390002,2,23,2017,5,1,1,2,5,35,1,1,1,0
390002,2,24,2018,5,1,3,1,4,34,1,1,1,0
390002,2,25,2019,5,1,5,1,4,34,1,3,1,1
390002,2,26,2020,5,1,5,1,4,34,1,3,3,0
390002,2,27,2021,5,1,6,1,4,40,1,3,3,0
390002,2,28,2022,5,1,6,1,4,41,1,1,3,1
390002,2,29,2023,5,1,7,1,4,41,1,1,1,0
390002,2,30,2024,5,1,6,1,4,37,1,1,1,0
390002,2,31,2025,5,1,6,1,4,37,1,1,1,0
390003,1,20,2017,5,1,1,2,5,45,1,2,2,0
390003,1,21,2018,5,1,1,2,4,35,1,1,2,1
390003,1,22,2019,5,1,1,2,4,45,1,1,1,0
390003,1,23,2020,5,1,1,2,4,45,1,1,1,0
390003,1,24,2021,5,1,1,2,4,38,2,1,1,0
390003,1,25,2022,5,1,1,2,4,38,1,1,1,0
390003,1,26,2023,5,1,6,1,4,44,1,1,1,0
390003,1,27,2024,5,1,6,1,4,50,1,1,1,0
390003,1,28,2025,5,1,7,1,4,69,1,1,1,0
390004,1,50,2017,5,2,15,1,5,35,1,1,1,0
390004,1,51,2018,5,2,12,1,4,42,1,1,1,0
390004,1,52,2019,5,2,12,1,4,45,1,1,1,0
390004,1,53,2020,5,2,18,1,4,45,1,1,1,0
390004,1,54,2021,5,2,18,1,4,50,2,1,1,0
390004,1,55,2022,5,2,18,1,4,50,1,1,1,0
390004,1,56,2023,5,2,5,2,4,44,1,1,1,0
390004,1,57,2024,5,2,1,2,4,38,1,2,1,1
390004,1,58,2025,5,2,1,2,4,55,1,2,2,0
400001,1,60,2017,4,2,8,1,4,35,2,3,3,0
400001,1,61,2018,4,2,6,1,4,34,2,3,3,0
400001,1,62,2019,4,2,6,1,4,39,1,3,3,0
400001,1,63,2020,4,2,6,1,4,34,1,3,3,0
400001,1,64,2021,4,2,6,1,4,34,1,3,3,0
400001,1,65,2022,4,2,6,1,4,32,1,3,3,0
400001,1,66,2023,4,2,7,1,4,34,1,3,3,0
400001,1,67,2024,4,2,5,1,4,52,1,3,3,0
400001,1,68,2025,4,2,8,1,4,25,1,3,3,0
400002,2,56,2017,3,2,6,1,4,35,2,3,3,0
400002,2,57,2018,3,2,5,1,4,34,1,3,3,0
400002,2,58,2019,3,2,6,1,4,42,1,3,3,0
400002,2,59,2020,3,2,1,2,4,36,1,3,3,0
400002,2,60,2021,3,2,1,2,4,34,1,3,3,0
400002,2,61,2022,3,2,1,2,4,35,1,2,3,1
400002,2,62,2023,3,2,1,2,4,30,1,3,2,1
400002,2,63,2024,3,2,4,1,4,34,1,3,3,0
400002,2,64,2025,3,2,6,1,4,20,1,3,3,0
410002,2,51,2017,4,4,4,1,4,69,2,1,1,0
410002,2,52,2018,4,4,5,1,4,68,1,2,1,1
410002,2,53,2019,4,4,1,2,4,45,1,2,2,0
410002,2,54,2020,4,4,3,1,4,60,1,2,2,0
410002,2,55,2021,4,4,3,1,4,56,1,2,2,0
410002,2,56,2022,4,4,4,1,4,57,1,2,2,0
410002,2,57,2023,4,4,1,2,4,75,1,2,2,0
410002,2,58,2024,4,4,5,1,4,40,1,2,2,0
410002,2,59,2025,4,4,4,2,4,40,1,2,2,0
410003,2,13,2017,3,1,1,2,4,13,2,2,2,0
410003,2,14,2018,3,1,1,2,4,35,2,1,2,1
410003,2,15,2019,3,1,1,2,4,35,1,2,1,1
410003,2,16,2020,4,1,1,2,4,35,1,2,2,0
410003,2,17,2021,4,1,1,2,4,38,1,2,2,0
410003,2,18,2022,4,1,1,2,4,35,1,2,2,0
410003,2,19,2023,5,1,1,2,4,35,1,2,2,0
410003,2,20,2024,5,1,1,2,4,35,1,2,2,0
410003,2,21,2025,5,1,3,1,4,34,1,2,2,0
420001,1,37,2017,4,2,7,1,4,75,1,2,2,0
420001,1,38,2018,4,2,8,1,4,65,1,2,2,0
420001,1,39,2019,4,2,7,1,4,65,1,2,2,0
420001,1,40,2020,4,2,7,1,4,65,1,2,2,0
420001,1,41,2021,4,2,7,1,4,56,1,2,2,0
420001,1,42,2022,4,2,7,1,4,88,1,2,2,0
420001,1,43,2023,4,2,9,1,4,78,1,2,2,0
420001,1,44,2024,4,2,9,1,4,86,1,2,2,0
420001,1,45,2025,4,2,9,1,4,65,1,2,2,0
420002,2,37,2017,4,2,1,2,4,75,1,2,2,0
420002,2,38,2018,4,2,1,2,4,65,1,2,2,0
420002,2,39,2019,4,2,1,2,4,75,1,2,2,0
420002,2,40,2020,4,2,1,2,4,78,1,2,2,0
420002,2,41,2021,4,2,3,1,4,87,1,2,2,0
420002,2,42,2022,4,2,1,2,4,100,1,2,2,0
420002,2,43,2023,4,2,1,2,4,105,1,2,2,0
420002,2,44,2024,4,2,1,1,4,108,1,2,2,0
420002,2,45,2025,4,2,1,2,4,98,1,2,2,0
420003,1,10,2017,2,1,1,2,4,25,1,2,2,0
420003,1,11,2018,2,1,1,2,4,29,1,2,2,0
420003,1,12,2019,2,1,1,2,4,25,1,2,2,0
420003,1,13,2020,3,1,1,2,4,40,1,1,2,1
420003,1,14,2021,3,1,1,2,4,85,1,2,1,1
420003,1,15,2022,3,1,1,2,4,35,1,2,2,0
420003,1,16,2023,4,1,1,2,4,53,1,2,2,0
420003,1,17,2024,4,1,1,2,4,86,1,2,2,0
420003,1,18,2025,4,1,1,2,4,55,1,2,2,0
430001,1,36,2017,4,2,7,1,4,65,1,1,1,0
430001,1,37,2018,4,2,7,1,4,65,1,1,1,0
430001,1,38,2019,4,2,8,1,4,65,1,1,1,0
430001,1,39,2020,4,2,7,1,4,59,1,1,1,0
430001,1,40,2021,4,2,8,1,4,65,1,1,1,0
430001,1,41,2022,4,2,6,1,4,65,1,1,1,0
430001,1,42,2023,4,2,7,1,4,65,1,1,1,0
430001,1,43,2024,4,2,7,1,4,45,1,1,1,0
430001,1,44,2025,4,2,8,1,4,65,1,1,1,0
430002,2,36,2017,4,2,7,1,4,65,1,1,1,0
430002,2,37,2018,4,2,1,2,4,65,1,1,1,0
430002,2,38,2019,4,2,4,1,4,65,1,1,1,0
430002,2,39,2020,4,2,4,1,4,65,1,1,1,0
430002,2,40,2021,4,2,8,1,4,65,1,1,1,0
430002,2,41,2022,4,2,4,1,4,75,1,1,1,0
430002,2,42,2023,4,2,5,1,4,65,1,1,1,0
430002,2,43,2024,5,2,6,1,4,65,1,1,1,0
430002,2,44,2025,5,2,6,1,4,65,1,1,1,0
440001,1,55,2017,5,2,1,2,4,34,2,2,2,0
440001,1,56,2018,5,2,1,2,4,45,2,3,2,1
440001,1,57,2019,5,2,1,2,4,22,2,4,3,1
440001,1,58,2020,5,2,1,2,4,26,2,2,4,1
440001,1,59,2021,5,2,1,2,4,24,2,1,2,1
440001,1,60,2022,5,2,3,2,4,31,2,1,1,0
440001,1,61,2023,5,2,3,2,4,23,1,1,1,0
440001,1,62,2024,5,2,1,2,4,74,1,1,1,0
440001,1,63,2025,5,2,4,2,4,33,2,2,1,1
440003,2,27,2017,5,1,5,1,4,56,2,1,1,0
440003,2,28,2018,5,1,5,1,4,50,2,3,1,1
440003,2,29,2019,5,1,5,1,4,50,2,3,3,0
440003,2,30,2020,5,1,5,1,4,20,2,1,3,1
440003,2,31,2021,5,1,6,1,4,20,2,1,1,0
440003,2,32,2022,5,1,6,1,4,35,2,1,1,0
440003,2,33,2023,5,1,6,1,4,35,1,1,1,0
440003,2,34,2024,5,1,6,1,4,15,1,4,1,1
440003,2,35,2025,5,1,6,1,4,15,2,4,4,0
440004,2,24,2017,5,1,1,2,4,60,2,3,3,0
440004,2,25,2018,5,1,1,2,4,59,2,3,3,0
440004,2,26,2019,5,1,5,1,4,53,2,3,3,0
440004,2,27,2020,5,1,5,1,4,36,2,3,3,0
440004,2,28,2021,5,1,6,1,4,41,2,3,3,0
440004,2,29,2022,5,1,6,1,4,20,2,4,3,1
440004,2,30,2023,5,1,6,1,4,23,1,4,4,0
440004,2,31,2024,5,1,6,1,4,22,1,4,4,0
440004,2,32,2025,5,1,6,1,4,21,2,4,4,0
460001,1,45,2017,5,2,8,1,1,65,1,1,1,0
460001,1,46,2018,5,2,8,1,1,75,2,2,1,1
460001,1,47,2019,5,2,7,1,1,65,1,2,2,0
460001,1,48,2020,5,2,7,1,1,51,2,2,2,0
460001,1,49,2021,5,2,9,1,1,60,1,3,2,1
460001,1,50,2022,5,2,10,1,1,65,1,2,3,1
460001,1,51,2023,5,2,10,1,1,75,1,3,2,1
460001,1,52,2024,5,2,11,1,1,34,1,1,3,1
460001,1,53,2025,5,2,10,1,1,65,1,1,1,0
460002,2,41,2017,4,2,6,1,1,65,1,2,2,0
460002,2,42,2018,4,2,6,1,1,65,2,3,2,1
460002,2,43,2019,4,2,4,1,1,55,1,1,3,1
