id,gender,age,year,school,mar,income,job,region,phone_usage_per_m,mobile_bundle,telecom
29750001,1,53,2025,5,2,12,1,1,64,1,1
29750002,2,53,2025,4,2,1,2,1,58,1,1
29750003,1,26,2025,5,1,1,2,1,84,1,1
29760001,1,62,2025,4,2,9,1,1,69,2,2
29780001,1,64,2025,4,2,6,1,8,70,1,3
29780002,2,56,2025,4,2,6,1,8,35,1,1
29780003,1,30,2025,5,1,7,1,8,30,1,1
29800001,1,68,2025,5,2,7,1,8,51,1,2
29800002,2,65,2025,4,2,6,1,8,27,1,2
29800004,1,34,2025,6,1,1,2,8,50,1,1
29810001,1,58,2025,5,2,11,1,1,66,1,1
29810002,2,54,2025,5,2,1,2,1,59,1,3
29810004,1,25,2025,5,1,1,2,1,49,1,1
29820001,1,59,2025,4,2,9,1,1,42,1,1
29820002,2,58,2025,4,2,1,2,1,33,2,4
29820003,2,26,2025,4,1,1,2,1,38,2,2
29830001,2,83,2025,3,3,1,2,8,20,1,2
29830002,1,55,2025,4,4,5,1,8,35,1,2
29830003,1,28,2025,6,1,1,2,8,68,1,2
29840001,2,51,2025,5,2,7,1,8,27,2,4
29840002,1,50,2025,5,2,1,2,8,45,1,3
29840003,1,20,2025,4,1,1,2,8,63,1,3
29850001,1,54,2025,5,2,11,1,1,55,1,3
29850002,2,52,2025,5,2,7,1,1,55,1,1
29860001,1,52,2025,4,2,5,1,1,35,2,3
29870001,2,52,2025,6,1,9,1,1,68,1,1
29870002,2,52,2025,5,1,9,1,1,37,1,2
29880001,1,65,2025,4,2,11,1,1,59,1,2
29880002,2,62,2025,4,2,1,2,1,47,1,3
29880003,1,34,2025,5,1,7,1,1,49,1,1
29890001,1,59,2025,5,2,11,1,1,68,2,1
29890002,2,57,2025,5,2,1,2,1,37,1,2
29890003,2,31,2025,5,1,9,1,1,47,2,3
29900001,1,53,2025,5,2,9,1,8,50,1,1
29900002,2,49,2025,5,2,1,2,8,74,1,1
29900003,2,14,2025,3,1,1,2,8,15,1,1
29920001,2,59,2025,5,2,1,2,3,43,1,1
29930001,1,50,2025,6,2,18,1,3,120,1,1
29930002,2,51,2025,5,2,6,1,3,59,1,1
29930003,1,23,2025,5,1,1,2,3,60,1,1
29940001,1,63,2025,5,2,10,1,12,60,1,1
29940002,2,59,2025,5,2,7,1,12,70,1,1
29960001,1,47,2025,4,2,11,1,3,25,1,1
29960002,2,47,2025,5,2,6,1,3,35,1,1
29960004,1,10,2025,3,1,1,2,3,23,1,1
29970001,1,51,2025,5,2,12,1,3,65,2,1
29970002,2,46,2025,5,2,8,1,3,45,2,1
29970003,1,20,2025,5,1,1,2,3,85,2,1
29980003,1,36,2025,5,1,6,1,3,50,1,1
29980004,2,32,2025,5,1,9,1,3,32,1,1
29980005,1,21,2025,5,1,1,2,3,30,1,1
29990001,1,48,2025,5,2,13,1,3,46,1,1
29990002,2,48,2025,5,2,6,1,3,37,1,1
29990005,1,13,2025,3,1,1,2,3,15,1,1
30010001,1,64,2025,5,2,5,2,3,80,1,2
30010002,2,60,2025,4,2,1,2,3,45,1,2
30010004,2,32,2025,5,2,6,1,3,40,1,1
30020001,1,57,2025,4,2,8,1,3,65,2,1
30020002,2,56,2025,4,2,5,1,3,65,2,1
30030001,1,58,2025,4,2,7,1,8,33,2,3
30050001,1,42,2025,5,1,8,1,1,56,1,2
30080001,2,60,2025,5,2,7,1,1,37,1,3
30090001,2,52,2025,5,2,9,1,1,65,1,1
30090002,1,58,2025,5,2,11,1,1,65,1,1
30100001,2,77,2025,4,3,4,1,6,20,1,3
30130001,1,48,2025,5,2,9,1,8,49,2,1
30130002,2,48,2025,5,2,7,1,8,59,2,3
30140001,1,61,2025,5,2,11,1,8,61,2,2
30140002,2,57,2025,4,2,1,2,8,55,2,3
30140003,2,32,2025,6,2,7,1,8,68,2,1
30160001,1,89,2025,2,2,2,2,2, , , 
30160002,2,84,2025,2,2,2,2,2,24,2,3
30190001,1,89,2025,3,2,2,2,2,24,2,3
30190002,2,79,2025,2,2,4,1,2, , , 
30210001,1,56,2025,6,2,18,1,8,33,1,2
30210002,2,56,2025,5,2,1,2,8,33,1,2
30210003,2,27,2025,6,1,4,2,8,52,1,2
30210004,1,24,2025,5,1,2,2,8,55,1,2
30360001,1,73,2025,4,2,5,2,8,5,1,4
30360002,2,72,2025,3,2,2,2,8,5,1,4
30360003,1,45,2025,5,2,7,1,8,25,1,4
40010001,1,67,2025,5,2,7,1,1,59,1,1
40020001,1,80,2025,4,2,4,2,1,40,1,1
40020002,2,76,2025,4,2,1,2,1,40,1,1
40030001,2,35,2025,5,1,7,1,1,59,1,1
40040001,1,62,2025,5,2,11,1,1,58,2,3
40040002,2,62,2025,4,2,1,2,1,52,2,1
40050001,1,59,2025,4,2,12,1,1,59,1,1
40050002,2,53,2025,4,2,1,2,1,59,1,1
40060001,1,52,2025,5,2,10,1,1,55,2,2
40060002,2,51,2025,5,2,9,1,1,58,2,1
40070001,2,71,2025,4,2,7,2,1,38,2,1
40070002,1,74,2025,4,2,7,1,1,39,2,1
40070003,1,45,2025,5,1,9,1,1,75,2,2
40080001,2,49,2025,5,2,9,1,1,85,1,1
40080002,1,51,2025,5,2,11,1,1,96,1,1
40090001,1,59,2025,5,2,14,1,1,75,1,1
40090002,2,58,2025,5,2,4,2,1,38,1,1
40090004,1,30,2025,5,1,9,1,1,58,1,1
40100001,2,37,2025,5,1,7,1,1,55,1,3
40110001,1,59,2025,5,2,9,1,1,55,2,2
40110002,2,59,2025,5,2,9,1,1,55,2,2
40120001,1,51,2025,5,2,9,1,1,58,2,3
40120002,2,51,2025,5,2,1,2,1,60,2,3
40130001,2,77,2025,4,3,7,1,1,53,2,3
40140001,1,53,2025,5,2,10,1,1,58,2,2
40140002,2,53,2025,5,2,7,1,1,55,2,2
40160001,1,56,2025,5,2,8,1,1,58,2,1
40170001,2,65,2025,5,3,9,1,1,58,2,2
40180001,2,69,2025,4,1,5,1,1,33,1,2
40190001,1,71,2025,4,4,3,2,1,36,1,3
40190002,1,42,2025,5,1,7,1,1,55,1,3
40190003,2,36,2025,5,1,7,1,1,55,1,3
40200001,1,64,2025,5,2,8,1,1,55,1,2
40200002,2,64,2025,4,2,6,1,1,55,1,2
40200003,2,30,2025,5,1,7,1,1,55,1,2
40210001,2,70,2025,4,4,7,1,1,30,1,1
40220001,2,65,2025,5,2,1,2,1,25,1,1
40220002,1,68,2025,4,2,8,1,1,25,1,1
40220003,2,37,2025,5,1,7,1,1,51,1,1
40230001,1,67,2025,4,2,9,1,1,55,1,3
40230002,2,72,2025,4,2,1,2,1,49,1,3
40240001,1,55,2025,5,2,8,1,1,62,2,1
40240002,2,51,2025,5,2,8,1,1,68,2,3
40260001,1,60,2025,5,2,8,1,1,62,1,1
40260002,2,57,2025,4,2,7,1,1,38,1,1
40260004,2,27,2025,6,1,1,2,1,37,1,1
40280001,2,62,2025,4,1,7,1,1,55,1,3
40290001,1,52,2025,5,2,8,1,1,80,2,3
40290002,2,50,2025,4,2,1,2,1,65,2,3
40300001,2,60,2025,4,3,7,1,1,49,2,3
40310001,1,53,2025,4,2,9,1,1,65,1,3
40310002,2,49,2025,5,2,1,2,1,38,1,3
40310003,1,19,2025,5,1,1,2,1,21,1,3
40320002,2,56,2025,4,2,1,2,1,55,2,2
40340001,1,54,2025,4,2,8,1,1,58,2,1
40340002,2,49,2025,5,2,1,2,1,55,2,1
40350001,1,46,2025,5,2,10,1,1,65,2,3
40350002,2,47,2025,5,2,1,2,1,60,2,3
40360001,2,68,2025,4,3,6,1,1,62,2,1
40360002,2,41,2025,4,1,6,1,1,65,2,1
40370001,1,50,2025,5,2,8,1,1,68,2,2
40370002,2,50,2025,4,2,6,1,1,65,2,2
40380001,1,84,2025,4,2,12,1,1,52,2,2
40380002,2,77,2025,4,2,1,2,1,60,1,1
40390001,1,67,2025,4,2,8,1,1,65,2,3
40390002,2,63,2025,4,2,1,2,1,65,2,3
40400001,1,66,2025,4,2,9,1,1,49,1,3
40400002,2,68,2025,4,2,7,1,1,55,1,3
40400004,1,32,2025,5,1,9,1,1,85,1,3
40410001,1,77,2025,3,2,3,2,1,33,1,1
40410002,2,75,2025,3,2,4,2,1,33,1,1
40420001,2,41,2025,5,2,9,1,1,44,1,1
40420002,1,38,2025,5,2,7,1,1,54,1,1
40430002,2,45,2025,5,2,7,1,1,53,1,1
40440001,1,51,2025,4,1,7,1,1,54,1,2
40440003,2,80,2025,3,3,3,2,1,22,1,2
40450001,1,59,2025,5,2,13,1,1,61,1,2
40450002,2,59,2025,5,2,1,2,1,45,1,2
40460004,2,47,2025,5,1,10,1,1,68,1,1
40470001,1,60,2025,5,2,14,1,1,52,1,2
40470002,2,59,2025,5,2,12,1,1,43,1,2
40470003,1,34,2025,5,1,12,1,1,75,1,2
40470004,1,30,2025,5,1,12,1,1,68,1,2
40490001,1,83,2025,4,2,5,2,1,43,1,1
40490002,2,81,2025,4,2,2,2,1,43,1,1
40500001,1,72,2025,4,2,6,1,1,35,1,2
40500002,2,66,2025,4,2,2,2,1,34,1,2
40500005,2,43,2025,5,1,7,1,1,65,1,1
40510001,1,54,2025,5,2,9,1,1,48,1,1
40510002,2,54,2025,5,2,12,1,1,48,1,1
40510003,2,21,2025,5,1,1,2,1,38,1,1
40520001,1,65,2025,4,2,8,1,1,60,2,2
40520002,2,63,2025,4,2,1,2,1,60,2,2
40530001,1,49,2025,5,2,9,1,1,56,1,3
40530002,2,51,2025,5,2,9,1,1,50,1,4
40530003,2,82,2025,3,3,1,2,1,23,1, 
40540001,1,72,2025,2,2,8,1,1,55,2,2
40540002,2,71,2025,4,2,1,2,1,58,1,1
40550001,1,58,2025,4,2,9,1,1,58,1,3
40550002,2,58,2025,4,2,5,1,1,47,1,3
40560001,1,73,2025,4,2,7,1,1,65,2,2
40560002,2,71,2025,4,2,1,2,1,65,2,2
40570001,1,43,2025,5,2,8,1,1,58,2,2
40580001,1,77,2025,4,2,7,1,1,46,1,3
40580002,2,76,2025,4,2,1,2,1,46,1,3
40590001,1,65,2025,5,2,8,1,1,54,1,2
40590002,2,65,2025,4,2,1,2,1,36,1,2
40590003,2,43,2025,5,1,7,1,1,63,1,2
40600001,2,74,2025,3,3,5,1,1,38,1,1
40600002,1,36,2025,5,1,9,1,1,83,2,1
40610001,1,65,2025,4,2,10,1,1,60,1,1
40610004,1,35,2025,5,1,8,1,1,60,2,1
40620001,2,76,2025,2,4,3,2,1,43,1,1
40640001,1,79,2025,4,2,5,2,1,17,2,4
40640002,2,76,2025,4,2,3,2,1,17,2,4
40710001,1,72,2025,4,2,7,1,1,18,2,4
40710002,2,66,2025,4,2,1,2,1,27,2,4
50010001,1,79,2025,3,2,5,1,15,44,2,2
50010002,2,74,2025,3,2,4,1,15,39,2,2
50020001,1,52,2025,5,2,7,1,15,48,1,3
50020002,2,50,2025,5,2,1,2,15,48,1,3
50020003,1,21,2025,5,1,1,2,15,48,1,3
50030001,1,59,2025,4,2,8,1,15,48,1,1
50030002,2,56,2025,4,2,5,1,15,49,1,1
50030003,2,32,2025,5,1,7,1,15,48,1,1
50050002,2,60,2025,4,2,1,2,15,39,1,1
50060002,2,86,2025,3,3,2,2,15,13,2,1
50080001,1,89,2025,3,2,2,2,15, , , 
50080002,2,84,2025,3,2,2,2,15,23,2,3
50090001,2,65,2025,4,4,5,1,15,42,1,1
50100002,2,86,2025,3,3,2,2,15,14,2,1
50110001,1,44,2025,5,2,9,1,15,39,1,1
50110002,2,43,2025,5,2,1,2,15,39,1,1
50120001,1,55,2025,5,2,7,1,15,45,1,2
50120002,2,54,2025,5,2,1,2,15,45,1,2
50130001,1,74,2025,4,2,2,2,15,38,1,1
50130002,2,66,2025,4,2,5,1,15,39,1,1
50170001,1,74,2025,5,2,5,1,15,27,1,1
50170002,2,69,2025,4,2,2,2,15,28,1,1
50170003,2,102,2025,2,3,2,2,15, , , 
50180001,1,69,2025,4,2,7,1,15,43,1,2
50180002,2,67,2025,4,2,2,2,15,43,1,2
50190001,1,86,2025,3,2,2,2,15, , , 
50190002,2,82,2025,2,2,2,2,15,18,2,3
50200002,2,79,2025,2,3,2,2,15,13,2, 
50210001,2,85,2025,2,3,2,2,15,12,2, 
50220001,2,87,2025,2,3,2,2,15, , , 
50230002,2,65,2025,3,2,1,1,15, , , 
50230004,2,45,2025,4,2,1,2,15,39,1,1
50240002,2,88,2025,2,3,2,2,15,15,2, 
50260001,1,67,2025,3,2,2,1,15,32,2,2
50260002,2,68,2025,3,2,2,1,15,32,2,2
50260003,2,41,2025,5,1,5,1,15,49,2,2
50280001,1,83,2025,2,2,3,2,15,33,2,3
50280002,2,78,2025,2,2,2,2,15,33,2,3
50320002,2,58,2025,4,4,14,1,15,45,1,2
50320004,1,85,2025,2,2,2,2,15,30,1, 
50320005,2,78,2025,2,2,2,2,15,30,1, 
50330001,1,62,2025,4,2,4,2,15,35,1,1
50340001,1,60,2025,5,2,11,1,15,37,1,2
50340002,2,56,2025,4,2,1,2,15,37,1,2
50340003,1,31,2025,6,1,1,2,15,37,1,2
50350001,1,62,2025,4,2,7,1,15,35,1,2
50350002,2,58,2025,4,2,1,2,15,35,1,2
50350003,2,31,2025,5,1,7,1,15,37,1,2
50360001,1,61,2025,4,2,4,2,15,40,1,2
50360002,2,58,2025,4,2,1,2,15,35,1,2
50360003,1,30,2025,5,1,8,1,15,50,1,2
50380001,1,57,2025,4,4,8,1,15,50,1,1
50380002,2,22,2025,5,1,1,2,15,50,1,1
50390001,2,44,2025,5,2,1,2,15,40,1,2
50390002,1,47,2025,5,2,9,1,15,40,1,2
50390003,1,15,2025,3,1,1,2,15,47,1,2
50400001,1,55,2025,4,2,9,1,15,38,1,1
50400002,2,50,2025,4,2,1,2,15,38,1,1
50400003,1,20,2025,5,1,1,2,15,50,1,3
50420002,1,37,2025,5,1,7,1,15,45,1,2
50430001,1,64,2025,4,2,4,2,15,45,1,3
50430002,2,62,2025,4,2,1,2,15,45,1,3
50430003,1,36,2025,5,1,7,1,15,50,1,3
50440001,2,53,2025,4,4,1,2,15,45,1,3
50440003,2,26,2025,5,1,7,1,15,45,1,3
50440004,1,24,2025,5,1,1,2,15,45,1,3
50450001,1,68,2025,4,2,5,2,15,40,2,3
50450002,2,63,2025,3,2,2,2,15,40,2,3
50460001,1,46,2025,5,2,9,1,15,50,1,1
50460002,2,46,2025,5,2,4,2,15,47,1,1
50470001,1,69,2025,4,2,3,2,15,40,1,1
50470002,2,65,2025,4,2,6,1,15,40,1,1
50490002,2,66,2025,4,3,3,1,15,40,1,1
50490003,1,38,2025,5,1,8,1,15,70,1,2
50490004,2,37,2025,5,1,8,1,15,70,1,2
50500001,2,71,2025,4,3,4,1,15,40,1,1
50500002,1,45,2025,4,1,8,1,15,50,1,1
50500003,2,39,2025,4,1,8,1,15,80,1,1
50510001,1,76,2025,4,2,3,2,15,35,1,2
50510002,2,67,2025,4,2,2,2,15,32,1,2
50520001,1,69,2025,4,3,3,2,15,40,1,2
50550001,1,77,2025,4,3,2,2,15,15,1,4
50550003,1,47,2025,5,1,8,1,15,70,1,1
50570002,2,51,2025,5,2,5,1,15,55,1,1
50580002,2,59,2025,4,2,1,2,15,50,1,1
50590002,2,57,2025,4,2,6,1,15,30,2,4
50600001,1,78,2025,3,2,3,2,15,30,2,4
50620002,2,76,2025,3,3,3,2,15,30,2,1
50630001,2,73,2025,2,3,5,2,15,38,2,2
50640002,2,61,2025,4,2,5,1,15,60,1,1
50660001,1,76,2025,3,2,4,1,15,35,1,2
50660002,2,75,2025,3,2,3,1,15,35,1,2
50670001,1,83,2025,2,2,3,2,15,20,2,2
50670002,2,75,2025,2,2,3,2,15,20,2,3
50680001,1,74,2025,4,2,3,2,15,25,1,1
50680002,2,70,2025,3,2,2,2,15,25,1,1
50700001,1,80,2025,4,2,3,2,15,20,1,3
50700002,2,71,2025,4,2,3,2,15,20,1,1
50720001,2,87,2025,2,3,3,2,15,10,2, 
50750001,1,62,2025,4,2,8,1,15,45,1,1
50750002,2,60,2025,4,2,7,1,15,40,1,1
50750004,2,31,2025,5,1,7,1,15,45,1,1
50770001,1,48,2025,5,2,7,1,15,49,1,1
50770002,2,45,2025,5,2,5,1,15,42,1,1
50780001,1,56,2025,4,2,8,1,15,42,1,1
50780002,2,52,2025,4,2,5,1,15,42,1,1
50780003,1,26,2025,5,1,7,1,15,47,1,1
50790002,2,69,2025,3,2,5,1,15,42,1,3
50800001,1,62,2025,4,2,7,1,15,49,1,3
50800002,2,59,2025,4,2,5,1,15,49,1,3
50800003,2,29,2025,5,1,5,1,15,43,1,3
50810001,1,64,2025,2,2,7,1,15,40,1,3
50810002,2,47,2025,2,2,1,2,15,25,1,1
50810003,2,17,2025,4,1,1,2,15,37,1,1
50820001,1,66,2025,4,4,3,2,15,29,1,1
50830001,1,72,2025,4,4,3,2,15,35,1,3
50840001,2,72,2025,2,3,3,2,15,25,1,1
50850001,1,57,2025,4,4,5,1,15,50,1,3
50860001,1,63,2025,3,1,3,2,15,33,1,3
50870001,2,64,2025,2,3,3,2,15,50,1,3
50880001,1,83,2025,2,3,2,2,15,20,1,2
50880002,1,43,2025,4,1,7,1,15,55,1,2
50890001,1,53,2025,4,4,3,2,15,16,2,1
50900001,1,59,2025,3,2,6,1,15,45,1,1
50900002,2,59,2025,3,2,1,2,15,35,1,1
50910001,1,55,2025,5,2,7,1,15,33,1,1
50910002,2,47,2025,5,2,1,2,15,44,1,1
50930001,1,69,2025,4,2,5,1,15,30,1,1
50930002,2,65,2025,4,2,1,2,15,40,1,1
50940001,1,65,2025,5,2,9,1,15,43,1,1
50940002,2,60,2025,4,2,1,2,15,30,1,1
50950001,1,77,2025,5,2,1,2,15,30,1,2
50950002,2,74,2025,3,2,3,2,15,30,1,2
50960001,1,89,2025,4,2,5,2,15,16,1,2
50960002,2,87,2025,3,2,2,2,15,16,1,2
50970003,1,49,2025,5,2,9,1,15,35,1,1
50970005,2,47,2025,5,2,5,1,15,30,1,2
50980001,2,74,2025,3,3,5,1,15,10,1,3
50990001,1,55,2025,5,2,7,1,15,89,1,1
50990002,2,52,2025,4,2,7,1,15,59,1,1
50990003,2,21,2025,4,1,1,2,15,59,1,1
51020001,1,57,2025,5,2,12,1,15,45,1,1
51020002,2,53,2025,4,2,4,1,15,45,1,1
51020003,2,24,2025,5,1,1,2,15,45,1,1
51030001,2,61,2025,4,3,7,1,15,35,1,1
51030003,1,33,2025,4,1,3,1,15,25,1,1
51030101,2,35,2025,5,2,7,1,15,45,1,1
51030102,1,42,2025,5,2,7,1,15,50,1,1
51040001,1,56,2025,5,2,12,1,15,40,1,1
51040002,2,54,2025,5,2,8,1,15,30,1,1
51040003,1,25,2025,5,1,6,1,15,30,1,1
51050001,1,55,2025,5,2,7,1,15,35,1,2
51070001,1,53,2025,5,2,11,1,15,60,1,1
51070002,2,52,2025,5,2,7,1,15,55,1,1
51070003,2,23,2025,5,1,4,1,15,20,1,2
51110002,2,55,2025,4,2,3,2,15,37,1,2
51120002,2,50,2025,5,2,3,2,15,38,1,1
51140001,1,46,2025,4,3,9,1,15,35,1,2
51160002,2,47,2025,5,2,9,1,15,52,1,1
51170001,2,61,2025,4,2,1,2,15,33,1,1
51170002,1,35,2025,5,1,7,1,15,50,1,1
51170003,1,66,2025,4,2,3,2,15,33,1,1
51180002,2,42,2025,5,1,8,1,15,55,1,4
51190001,2,57,2025,4,2,7,1,15,50,1,1
51190002,1,60,2025,4,2,9,1,15,50,1,1
51190004,2,29,2025,5,1,7,1,15,45,1,1
51200001,1,64,2025,4,2,6,1,15,46,1,1
51200002,2,57,2025,4,2,2,2,15,45,1,1
51200004,1,29,2025,5,1,10,1,15,52,1,1
51230001,1,68,2025,5,2,4,2,15,35,1,1
51230002,2,64,2025,4,2,1,2,15,35,1,1
51230003,2,40,2025,5,1,9,1,15,50,1,1
51310001,1,73,2025,3,2,5,1,15,35,1,2
51320001,1,77,2025,3,2,5,1,15,30,2,3
51330003,1,47,2025,4,1,7,1,15,65,1,2
51340001,2,67,2025,2,3,4,1,15,20,2,2
51350001,1,69,2025,4,2,6,1,15,23,2,1
51360003,2,35,2025,4,2,6,1,15,45,1,1
51370002,2,75,2025,4,3,4,1,15,20,2,3
51380002,2,48,2025,3,2,1,2,15,65,1,1
51400001,2,77,2025,2,3,4,1,15,20,2,2
51410001,1,54,2025,4,1,7,1,15,65,2,2
51420001,1,76,2025,3,2,4,1,15,20,1,2
51420002,2,74,2025,3,2,4,1,15,20,1,2
51430002,2,81,2025,2,3,3,1,15,20,2,1
51450002,2,75,2025,3,2,4,1,15,25,1,2
51460002,2,41,2025,5,1,7,1,15,60,2,1
51480002,2,45,2025,5,2,6,1,15,50,1,1
51490001,1,76,2025,3,2,5,1,15,16,2,3
51500001,1,84,2025,3,3,3,2,15,20,2,2
51520002,2,67,2025,4,2,4,1,15,40,1,3
51530001,1,72,2025,5,2,9,1,15,60,1,1
51530002,2,67,2025,3,2,3,2,15,60,1,1
51560002,2,77,2025,3,3,3,2,15,15,2,2
51570002,2,74,2025,3,3,3,2,15,20,2,2
51580002,2,89,2025,2,3,2,2,15,15,2,2
51590002,2,70,2025,3,2,4,1,15,34,2,3
51600002,2,78,2025,2,2,3,2,15,17,2,1
51630001,1,68,2025,3,4,5,2,15,50,1,1
51630002,1,32,2025,5,1,9,1,15,45,1,1
51640002,2,50,2025,4,4,7,1,15,40,1,1
51640003,1,28,2025,5,1,1,2,15,50,1,1
51640004,1,24,2025,5,1,1,2,15,55,1,1
51660001,1,81,2025,4,2,3,2,15,20,2,3
51660002,2,77,2025,2,2,3,2,15,20,2, 
51670001,2,76,2025,2,3,3,2,15,15,2, 
51690001,2,62,2025,4,4,7,1,15,45,1,1
51700002,2,65,2025,4,3,6,1,15,40,1,3
51700004,1,35,2025,5,1,8,1,15,45,1,3
51750001,1,67,2025,3,2,6,1,15,30,1,2
51750002,2,66,2025,2,2,1,2,15,30,1,2
51770001,1,84,2025,2,3,3,2,15,49,1,2
51790001,1,64,2025,4,2,7,1,15,45,1,1
51790002,2,62,2025,4,2,1,2,15,35,1,1
51800001,1,69,2025,3,2,5,1,15,35,1,2
51800002,2,65,2025,3,2,5,1,15,30,1,3
51810001,1,64,2025,3,2,7,1,15,29,1,1
51810002,2,66,2025,3,2,1,2,15,29,1,1
51830002,2,77,2025,3,3,3,2,15,10,1,1
51850001,1,50,2025,5,2,9,1,15,30,1,3
51850002,2,49,2025,4,2,5,1,15,32,1,3
51880001,2,53,2025,4,3,5,1,15,30,1,2
51910001,1,60,2025,5,2,9,1,15,54,1,3
51910002,2,56,2025,4,2,5,1,15,51,1,3
51920001,1,75,2025,5,2,7,2,15,45,1,1
51920002,2,72,2025,4,2,1,2,15,45,1,1
51930001,1,53,2025,4,4,7,1,15,53,1,1
51930002,2,23,2025,5,1,1,2,15,49,1,1
51940001,1,55,2025,4,2,7,1,15,45,1,2
51940002,2,55,2025,4,2,5,1,15,69,1,2
51940003,2,33,2025,5,1,5,1,15,69,1,2
51950001,1,58,2025,5,2,9,1,15,59,1,1
51950002,2,52,2025,5,2,1,2,15,59,1,1
51960001,1,51,2025,4,2,7,1,15,55,1,1
51960002,2,51,2025,5,2,1,2,15,55,1,1
51970001,1,67,2025,4,2,7,1,15,15,1,4
51970002,2,62,2025,4,2,1,1,15,15,1,4
51970003,1,38,2025,5,1,7,1,15,85,1,3
51980001,1,64,2025,4,2,5,1,15,39,1,1
51980002,2,58,2025,4,2,5,1,15,43,1,1
51980003,1,33,2025,5,1,7,1,15,50,1,1
51990001,1,48,2025,4,1,5,1,15,54,1,1
51990002,1,45,2025,4,1,5,1,15,54,1,1
52000001,1,60,2025,4,2,7,1,15,59,1,3
52000002,2,58,2025,4,2,5,1,15,59,1,3
52010001,1,74,2025,4,2,3,2,15,30,2,3
52010002,2,70,2025,3,2,1,2,15,30,1,3
52040001,1,68,2025,4,2,6,1,15,15,2,4
52040002,2,63,2025,4,2,1,2,15,15,2,4
52130001,2,85,2025,2,3,3,2,15, , , 
52140001,2,81,2025,2,3,4,1,15, , , 
52160002,2,81,2025,2,3,3,1,15,25,2,2
52170001,2,84,2025,2,3,4,1,15,20,2,2
52180001,1,59,2025,4,1,7,1,15,70,2,1
52190002,2,57,2025,4,4,5,1,15,45,1,2
52200002,2,78,2025,2,3,4,1,15,20,2,1
52210001,2,87,2025,2,3,6,1,15,35,1,1
52220002,2,58,2025,2,2,1,2,15,50,1,1
52230001,1,51,2025,2,2,7,1,15,80,1,1
52230002,2,52,2025,4,2,5,1,15,60,1,1
52230003,2,28,2025,4,1,5,1,15,70,1,1
52240002,2,82,2025,2,3,1,2,15,36,1,1
52240003,1,58,2025,5,2,7,1,15,85,1,1
52240004,2,58,2025,5,2,12,1,15,90,1,1
52250001,1,82,2025,2,2,1,2,15,70,1,1
52250002,2,78,2025,2,2,3,1,15,60,1,1
52260002,2,78,2025,2,2,4,1,15,70,1,1
52270002,2,70,2025,3,2,4,1,15,70,1,1
52280001,1,69,2025,2,2,6,1,15,80,1,1
52280002,2,65,2025,2,2,1,2,15,65,1,1
52290001,1,81,2025,2,2,4,1,15,70,1,1
52290002,2,74,2025,3,2,3,1,15,70,1,1
52300001,1,60,2025,4,2,7,1,15,50,1,1
52300002,2,54,2025,4,2,1,2,15,50,1,1
52300003,1,30,2025,5,1,6,1,15,70,1,1
52310001,1,52,2025,4,1,5,1,15,40,2,1
52310002,2,66,2025,2,3,1,1,15,20,2,1
52320001,2,82,2025,2,3,2,1,15,20,2, 
52370001,1,68,2025,4,2,4,1,15,20,2, 
52370002,2,67,2025,4,2,1,1,15,33,2,1
52430002,2,81,2025,2,3,3,1,15,15,2, 
52440003,2,58,2025,4,2,1,1,15,20,2,3
52450001,1,86,2025,2,2,3,1,15,20,1, 
52450002,2,79,2025,2,2,1,1,15,18,1, 
52470001,1,86,2025,3,2,1,2,15,15,2, 
52470002,2,83,2025,2,2,1,2,15, , , 
52480001,1,92,2025,4,2,2,2,15,20,1, 
52480002,2,87,2025,2,2,1,2,15,15,1, 
52490001,1,65,2025,4,2,5,1,15,30,2,1
52490003,2,94,2025,2,3,1,2,15, , , 
52490004,2,62,2025,4,2,1,1,15,30,2,3
52500001,1,70,2025,3,2,5,1,15,20,2,3
52500002,2,68,2025,2,2,1,1,15,17,1,1
52510001,1,66,2025,4,2,6,1,15,20,2,1
52510002,2,53,2025,4,2,1,1,15,35,2,1
52520002,2,67,2025,2,3,3,1,15,18,2,1
52530001,2,90,2025,2,3,2,1,15,15,2, 
52540001,2,92,2025,2,3,2,1,15,25,2, 
52560001,1,80,2025,2,2,4,1,15,20,2, 
52560002,2,75,2025,2,2,1,1,15,15,2, 
52570001,2,88,2025,2,3,2,2,15, , , 
52580001,1,87,2025,2,2,3,1,15,20,2, 
52580002,2,83,2025,2,2,1,1,15, , , 
52600001,1,73,2025,3,2,3,1,15,20,2, 
52600002,2,70,2025,2,2,1,1,15, , , 
52610001,2,72,2025,2,3,2,1,15,20,2, 
52620001,1,81,2025,2,2,5,1,15,20,2,1
52620002,2,80,2025,2,2,1,1,15,15,2, 
52630001,1,46,2025,4,2,8,1,15,55,2,1
52630002,2,47,2025,4,2,5,1,15,40,1,3
52630004,2,18,2025,4,1,1,2,15,40,1,3
52640001,2,83,2025,2,3,3,1,15,17,2,3
52660001,1,71,2025,2,2,3,1,15,25,2,1
52660002,2,69,2025,2,2,1,1,15,18,2, 
52680001,1,74,2025,2,2,3,1,15,20,2,1
52680002,2,66,2025,2,2,1,1,15,17,2,1
52690001,1,63,2025,3,2,5,1,15,20,1, 
52690002,2,65,2025,3,2,1,1,15,30,1,1
52700001,1,66,2025,4,2,5,1,15,33,1,1
52700002,2,60,2025,3,2,1,2,15,43,1,1
