id,gender,age,year,school,mar,income,job,region,phone_usage_per_m,telecom
10001,1,50,2017,5,2,1,2,1,29,1
10002,2,45,2017,5,2,1,2,1,29,1
20001,1,52,2017,5,2,10,1,1,62,2
30001,1,46,2017,5,2,8,1,8,39,3
30002,2,43,2017,4,2,1,2,8,22,4
30003,1,15,2017,3,1,1,2,8,18,4
30004,1,9,2017,2,1,1,2,8,8, 
40001,1,40,2017,4,2,12,1,8,80,3
40002,2,41,2017,5,2,10,1,8,80,1
40003,1,11,2017,2,1,1,2,8,11,1
40004,2,10,2017,2,1,1,2,8,11,1
50001,1,45,2017,5,2,11,1,8,33,1
50002,2,40,2017,5,2,1,2,8,33,1
50003,2,11,2017,2,1,1,2,8,11,4
50004,2,10,2017,2,1,1,2,8,11,4
60001,1,48,2017,5,2,9,1,8,38,1
60002,2,44,2017,4,2,4,1,8,34,1
60003,2,16,2017,4,1,1,2,8,34,1
60004,2,11,2017,2,1,1,2,8,34,1
80001,1,67,2017,4,3,2,2,8,18, 
90001,1,54,2017,5,2,6,1,8,25,1
90002,2,48,2017,4,2,1,2,8,25,1
100001,1,38,2017,5,2,8,1,8,50,2
100002,2,38,2017,6,2,8,1,8,67,2
100003,1,7,2017,2,1,1,2,8, , 
110002,2,58,2017,4,2,1,2,8,25, 
120002,2,51,2017,4,2,5,1,1,58,2
120003,1,26,2017,5,1,6,1,1,75,1
120004,2,24,2017,5,1,1,2,1,76,1
130001,1,70,2017,3,2,3,2,1,67,1
130002,2,67,2017,3,2,1,2,1,18, 
150001,1,47,2017,5,2,9,1,1,45,1
150002,2,44,2017,4,2,1,2,1,40,1
160001,1,66,2017,3,2,6,1,1,65,1
160002,2,65,2017,3,2,4,1,1,49,1
170001,2,70,2017,3,3,2,2,1,18, 
180001,2,50,2017,4,4,7,1,1,60,2
190001,1,46,2017,5,2,10,1,1,45,1
190002,2,45,2017,4,2,1,2,1,40,1
200001,1,87,2017,4,2,4,2,1,40,2
200002,2,76,2017,3,2,1,2,1,40,2
210001,1,68,2017,2,2,1,2,1,40,3
210002,2,65,2017,2,2,1,2,1,50,2
220001,1,65,2017,4,2,6,1,1,52,3
220002,2,63,2017,4,2,1,2,1,60,3
230001,1,56,2017,5,2,10,1,1,55,2
230002,2,62,2017,4,2,1,2,1,55,1
240001,1,76,2017,3,2,6,1,1,40,1
240002,2,72,2017,3,2,4,1,1,40,1
250001,2,96,2017,2,3,1,2,1, , 
250002,1,43,2017,5,1,7,1,1,75,1
260001,1,56,2017,5,2,10,1,1,50,1
260002,2,54,2017,4,2,1,2,1,40,1
270001,1,63,2017,4,2,5,1,1,60,3
270002,2,51,2017,4,2,5,1,1,52,3
280001,2,84,2017,2,3,2,2,1,20, 
290001,2,62,2017,4,2,1,2,1,38,3
290002,1,55,2017,4,2,7,1,1,40,1
290003,2,32,2017,5,1,5,1,1,50,1
300001,2,54,2017,4,4,10,1,1,40,1
300002,2,27,2017,5,1,3,1,1,50,1
300003,2,30,2017,5,1,4,1,1,60,1
300004,1,28,2017,4,1,5,1,1,62,1
310001,1,58,2017,4,2,6,1,1,40,1
310002,2,54,2017,4,2,4,1,1,40,1
310003,2,25,2017,5,1,5,1,1,75,1
