id,gender,birth_year,mar,income,job,region,phone_usage_per_m,mobile_bundle,telecom,year,telcom_changed,churn_status_2,churn_status_num_2
10002,1,1972,2,1,0,1,3,0,1,2017,0,SKT_stay,1
10002,1,1972,2,1,0,1,4,1,1,2018,0,SKT_stay,1
10002,1,1972,2,1,0,1,6,1,1,2019,0,SKT_stay,1
10002,1,1972,2,1,0,1,4,1,2,2020,1,SKT_churned,10
10002,1,1972,2,1,0,1,4,1,2,2021,0,KT_stay,2
10002,1,1972,2,1,0,1,5,1,2,2022,0,KT_stay,2
10002,1,1972,2,1,0,1,5,1,2,2023,0,KT_stay,2
10002,1,1972,2,1,0,1,3,1,2,2024,0,KT_stay,2
10002,1,1972,2,1,0,1,5,1,2,2025,0,KT_stay,2
20001,0,1965,2,10,1,1,7,1,2,2017,0,KT_stay,2
20001,0,1965,2,8,1,1,7,0,2,2018,0,KT_stay,2
20001,0,1965,2,11,1,1,4,1,3,2019,1,KT_churned,20
20001,0,1965,2,9,1,1,5,1,2,2020,1,LGU_churned,30
20001,0,1965,2,9,1,1,6,1,1,2021,1,KT_churned,20
20001,0,1965,2,9,1,1,5,1,3,2022,1,SKT_churned,10
20001,0,1965,2,10,1,1,7,1,1,2023,1,LGU_churned,30
20001,0,1965,1,7,1,1,6,1,1,2024,0,SKT_stay,1
20001,0,1965,2,8,1,1,6,1,1,2025,0,SKT_stay,1
30001,0,1971,2,8,1,8,4,0,3,2017,0,LGU_stay,3
30001,0,1971,2,9,1,8,4,0,3,2018,0,LGU_stay,3
30001,0,1971,2,9,1,8,4,0,2,2019,1,LGU_churned,30
30001,0,1971,2,9,1,8,5,1,2,2020,0,KT_stay,2
30001,0,1971,2,10,1,8,4,0,2,2021,0,KT_stay,2
30001,0,1971,2,10,1,8,3,1,2,2022,0,KT_stay,2
30001,0,1971,2,11,1,8,3,1,2,2023,0,KT_stay,2
30001,0,1971,2,11,1,8,5,1,3,2024,1,KT_churned,20
30001,0,1971,2,11,1,8,5,1,3,2025,0,LGU_stay,3
30002,1,1974,2,1,0,8,3,0,4,2017,0,MVNO_stay,4
30002,1,1974,2,1,0,8,4,0,1,2018,1,MVNO_churned,40
30002,1,1974,2,1,0,8,4,0,2,2019,1,SKT_churned,10
30002,1,1974,2,1,0,8,4,1,2,2020,0,KT_stay,2
30002,1,1974,2,1,0,8,3,1,2,2021,0,KT_stay,2
30002,1,1974,2,1,0,8,1,1,2,2022,0,KT_stay,2
30002,1,1974,2,1,0,8,1,1,2,2023,0,KT_stay,2
30002,1,1974,2,1,0,8,4,1,3,2024,1,KT_churned,20
30002,1,1974,2,1,0,8,7,1,3,2025,0,LGU_stay,3
30003,0,2002,1,1,0,8,2,0,4,2017,0,MVNO_stay,4
30003,0,2002,1,1,0,8,5,0,2,2018,1,MVNO_churned,40
30003,0,2002,1,1,0,8,5,0,2,2019,0,KT_stay,2
30003,0,2002,1,1,0,8,2,1,2,2020,0,KT_stay,2
30003,0,2002,1,1,0,8,4,0,2,2021,0,KT_stay,2
30003,0,2002,1,1,0,8,4,1,2,2022,0,KT_stay,2
30003,0,2002,1,1,0,8,5,1,2,2023,0,KT_stay,2
30003,0,2002,1,1,0,8,5,1,2,2024,0,KT_stay,2
30003,0,2002,1,3,0,8,6,0,1,2025,1,KT_churned,20
50002,1,1977,2,1,0,8,4,0,1,2017,0,SKT_stay,1
50002,1,1977,2,1,0,8,3,0,1,2018,0,SKT_stay,1
50002,1,1977,2,1,0,8,3,1,1,2019,0,SKT_stay,1
50002,1,1977,2,1,0,8,3,1,1,2020,0,SKT_stay,1
50002,1,1977,2,1,0,8,3,1,1,2021,0,SKT_stay,1
50002,1,1977,2,1,0,8,3,1,1,2022,0,SKT_stay,1
50002,1,1977,2,1,0,8,1,1,1,2023,0,SKT_stay,1
50002,1,1977,2,1,0,8,1,1,1,2024,0,SKT_stay,1
50002,1,1977,2,1,0,8,2,1,1,2025,0,SKT_stay,1
50004,1,2007,1,1,0,8,2,0,4,2017,0,MVNO_stay,4
50004,1,2007,1,1,0,8,2,0,1,2018,1,MVNO_churned,40
50004,1,2007,1,1,0,8,2,1,1,2019,0,SKT_stay,1
50004,1,2007,1,1,0,8,3,1,1,2020,0,SKT_stay,1
50004,1,2007,1,1,0,8,2,1,1,2021,0,SKT_stay,1
50004,1,2007,1,1,0,8,3,1,1,2022,0,SKT_stay,1
50004,1,2007,1,1,0,8,3,1,1,2023,0,SKT_stay,1
50004,1,2007,1,1,0,8,3,1,1,2024,0,SKT_stay,1
50004,1,2007,1,1,0,8,3,1,1,2025,0,SKT_stay,1
60001,0,1969,2,9,1,8,4,1,1,2017,0,SKT_stay,1
60001,0,1969,2,10,1,8,4,1,1,2018,0,SKT_stay,1
60001,0,1969,2,10,1,8,4,0,1,2019,0,SKT_stay,1
60001,0,1969,2,10,1,8,4,1,1,2020,0,SKT_stay,1
60001,0,1969,2,11,1,8,4,1,1,2021,0,SKT_stay,1
60001,0,1969,2,11,1,8,5,1,1,2022,0,SKT_stay,1
60001,0,1969,2,11,1,8,4,1,1,2023,0,SKT_stay,1
60001,0,1969,2,11,1,8,4,1,1,2024,0,SKT_stay,1
60001,0,1969,2,10,1,8,5,1,2,2025,1,SKT_churned,10
60003,1,2001,1,1,0,8,4,0,1,2017,0,SKT_stay,1
60003,1,2001,1,1,0,8,4,1,1,2018,0,SKT_stay,1
60003,1,2001,1,1,0,8,4,0,1,2019,0,SKT_stay,1
60003,1,2001,1,1,0,8,4,1,1,2020,0,SKT_stay,1
60003,1,2001,1,1,0,8,3,0,1,2021,0,SKT_stay,1
60003,1,2001,1,1,0,8,3,1,1,2022,0,SKT_stay,1
60003,1,2001,1,2,0,8,3,1,1,2023,0,SKT_stay,1
60003,1,2001,1,3,1,8,3,1,1,2024,0,SKT_stay,1
60003,1,2001,1,1,0,8,6,1,2,2025,1,SKT_churned,10
100001,0,1979,2,8,1,8,6,0,2,2017,0,KT_stay,2
100001,0,1979,2,7,1,8,10,0,2,2018,0,KT_stay,2
100001,0,1979,2,8,1,8,7,0,2,2019,0,KT_stay,2
100001,0,1979,2,8,1,8,7,0,2,2020,0,KT_stay,2
100001,0,1979,2,8,1,8,5,0,2,2021,0,KT_stay,2
100001,0,1979,2,11,1,8,7,1,2,2022,0,KT_stay,2
100001,0,1979,2,8,1,8,4,1,2,2023,0,KT_stay,2
100001,0,1979,2,9,1,8,8,1,2,2024,0,KT_stay,2
100001,0,1979,2,10,1,8,6,1,2,2025,0,KT_stay,2
100002,1,1979,2,8,1,8,7,0,2,2017,0,KT_stay,2
100002,1,1979,2,8,1,8,6,0,2,2018,0,KT_stay,2
100002,1,1979,2,8,1,8,6,1,2,2019,0,KT_stay,2
100002,1,1979,2,8,1,8,5,1,2,2020,0,KT_stay,2
100002,1,1979,2,11,1,8,5,0,2,2021,0,KT_stay,2
100002,1,1979,2,11,1,8,4,1,2,2022,0,KT_stay,2
100002,1,1979,2,9,1,8,4,1,2,2023,0,KT_stay,2
100002,1,1979,2,10,1,8,4,1,2,2024,0,KT_stay,2
100002,1,1979,2,11,1,8,4,1,2,2025,0,KT_stay,2
130001,0,1947,2,3,0,1,7,0,1,2017,0,SKT_stay,1
130001,0,1947,2,3,0,1,3,0,1,2018,0,SKT_stay,1
130001,0,1947,2,3,0,1,3,0,3,2019,1,SKT_churned,10
130001,0,1947,2,1,0,1,3,1,2,2020,1,LGU_churned,30
130001,0,1947,2,1,0,1,3,1,2,2021,0,KT_stay,2
130001,0,1947,2,1,0,1,4,1,1,2022,1,KT_churned,20
130001,0,1947,2,1,0,1,3,1,1,2023,0,SKT_stay,1
130001,0,1947,2,1,0,1,3,1,2,2024,1,SKT_churned,10
130001,0,1947,2,2,0,1,2,1,1,2025,1,KT_churned,20
160001,0,1951,2,6,1,1,7,1,1,2017,0,SKT_stay,1
160001,0,1951,2,5,1,1,4,0,3,2018,1,SKT_churned,10
160001,0,1951,2,4,1,1,4,0,2,2019,1,LGU_churned,30
160001,0,1951,2,5,1,1,1,0,1,2020,1,KT_churned,20
160001,0,1951,2,4,1,1,3,0,1,2021,0,SKT_stay,1
160001,0,1951,2,6,1,1,4,1,1,2022,0,SKT_stay,1
160001,0,1951,2,6,1,1,3,1,2,2023,1,SKT_churned,10
160001,0,1951,2,6,1,1,3,1,2,2024,0,KT_stay,2
160001,0,1951,2,6,1,1,2,1,1,2025,1,KT_churned,20
160002,1,1952,2,4,1,1,5,1,1,2017,0,SKT_stay,1
160002,1,1952,2,4,1,1,3,0,1,2018,0,SKT_stay,1
160002,1,1952,2,2,0,1,1,0,2,2019,1,SKT_churned,10
160002,1,1952,2,1,0,1,3,0,1,2020,1,KT_churned,20
160002,1,1952,2,1,0,1,3,0,1,2021,0,SKT_stay,1
160002,1,1952,2,1,0,1,4,1,1,2022,0,SKT_stay,1
160002,1,1952,2,1,0,1,2,1,2,2023,1,SKT_churned,10
160002,1,1952,2,1,0,1,3,1,2,2024,0,KT_stay,2
160002,1,1952,2,1,0,1,2,1,1,2025,1,KT_churned,20
180001,1,1967,4,7,1,1,7,0,2,2017,0,KT_stay,2
180001,1,1967,4,5,1,1,6,0,2,2018,0,KT_stay,2
180001,1,1967,4,4,1,1,4,0,1,2019,1,KT_churned,20
180001,1,1967,3,5,1,1,5,0,3,2020,1,SKT_churned,10
180001,1,1967,4,5,1,1,5,0,1,2021,1,LGU_churned,30
180001,1,1967,4,5,1,1,4,1,1,2022,0,SKT_stay,1
180001,1,1967,4,5,1,1,3,1,1,2023,0,SKT_stay,1
180001,1,1967,4,6,1,1,3,1,1,2024,0,SKT_stay,1
180001,1,1967,4,7,1,1,3,1,2,2025,1,SKT_churned,10
220001,0,1952,2,6,1,1,6,0,3,2017,0,LGU_stay,3
220001,0,1952,2,6,1,1,8,0,3,2018,0,LGU_stay,3
220001,0,1952,2,5,1,1,10,1,3,2019,0,LGU_stay,3
220001,0,1952,2,8,1,1,7,1,1,2020,1,LGU_churned,30
220001,0,1952,2,6,1,1,5,0,2,2021,1,SKT_churned,10
220001,0,1952,2,7,1,1,6,0,3,2022,1,KT_churned,20
220001,0,1952,2,7,1,1,5,0,3,2023,0,LGU_stay,3
220001,0,1952,2,8,1,1,5,0,3,2024,0,LGU_stay,3
220001,0,1952,2,8,1,1,5,1,3,2025,0,LGU_stay,3
220002,1,1954,2,1,0,1,7,0,3,2017,0,LGU_stay,3
220002,1,1954,2,2,0,1,7,0,3,2018,0,LGU_stay,3
220002,1,1954,2,1,0,1,9,1,3,2019,0,LGU_stay,3
220002,1,1954,2,7,0,1,4,1,1,2020,1,LGU_churned,30
220002,1,1954,2,2,0,1,5,0,3,2021,1,SKT_churned,10
220002,1,1954,2,2,0,1,7,0,3,2022,0,LGU_stay,3
220002,1,1954,2,2,0,1,5,0,3,2023,0,LGU_stay,3
220002,1,1954,2,2,0,1,6,0,3,2024,0,LGU_stay,3
220002,1,1954,2,3,0,1,5,1,3,2025,0,LGU_stay,3
260001,0,1961,2,10,1,1,6,0,1,2017,0,SKT_stay,1
260001,0,1961,2,10,1,1,6,0,1,2018,0,SKT_stay,1
260001,0,1961,2,7,1,1,10,1,2,2019,1,SKT_churned,10
260001,0,1961,2,6,1,1,4,1,2,2020,0,KT_stay,2
260001,0,1961,2,12,1,1,5,0,1,2021,1,KT_churned,20
260001,0,1961,2,11,1,1,7,0,1,2022,0,SKT_stay,1
260001,0,1961,2,10,1,1,6,0,3,2023,1,SKT_churned,10
260001,0,1961,2,8,1,1,7,0,3,2024,0,LGU_stay,3
260001,0,1961,2,11,1,1,6,1,1,2025,1,LGU_churned,30
260002,1,1963,2,1,0,1,5,0,1,2017,0,SKT_stay,1
260002,1,1963,2,1,0,1,5,0,1,2018,0,SKT_stay,1
260002,1,1963,2,1,0,1,9,1,1,2019,0,SKT_stay,1
260002,1,1963,2,1,0,1,5,1,3,2020,1,SKT_churned,10
260002,1,1963,2,2,0,1,6,0,3,2021,0,LGU_stay,3
260002,1,1963,2,2,0,1,5,0,3,2022,0,LGU_stay,3
260002,1,1963,2,2,0,1,7,0,3,2023,0,LGU_stay,3
260002,1,1963,2,7,1,1,6,0,2,2024,1,LGU_churned,30
260002,1,1963,2,7,1,1,6,1,3,2025,1,KT_churned,20
270001,0,1954,2,5,1,1,7,1,3,2017,0,LGU_stay,3
270001,0,1954,2,5,1,1,5,0,4,2018,1,LGU_churned,30
270001,0,1954,2,4,1,1,4,1,1,2019,1,MVNO_churned,40
270001,0,1954,2,5,1,1,4,1,1,2020,0,SKT_stay,1
270001,0,1954,2,4,1,1,5,0,2,2021,1,SKT_churned,10
270001,0,1954,2,5,1,1,5,0,3,2022,1,KT_churned,20
270001,0,1954,2,6,1,1,5,0,3,2023,0,LGU_stay,3
270001,0,1954,2,7,1,1,6,0,3,2024,0,LGU_stay,3
270001,0,1954,2,7,1,1,5,1,2,2025,1,LGU_churned,30
270002,1,1966,2,5,1,1,6,1,3,2017,0,LGU_stay,3
270002,1,1966,2,1,0,1,6,0,2,2018,1,LGU_churned,30
270002,1,1966,2,6,1,1,9,1,1,2019,1,KT_churned,20
270002,1,1966,2,6,1,1,4,0,1,2020,0,SKT_stay,1
270002,1,1966,2,7,1,1,5,0,2,2021,1,SKT_churned,10
270002,1,1966,2,6,1,1,5,0,3,2022,1,KT_churned,20
270002,1,1966,2,7,1,1,5,0,3,2023,0,LGU_stay,3
270002,1,1966,2,7,1,1,6,0,3,2024,0,LGU_stay,3
270002,1,1966,2,6,1,1,4,0,3,2025,0,LGU_stay,3
290002,0,1962,2,7,1,1,5,0,1,2017,0,SKT_stay,1
290002,0,1962,2,7,1,1,5,1,2,2018,1,SKT_churned,10
290002,0,1962,2,6,1,1,5,0,1,2019,1,KT_churned,20
290002,0,1962,2,7,1,1,6,1,1,2020,0,SKT_stay,1
290002,0,1962,2,7,1,8,4,1,3,2021,1,SKT_churned,10
290002,0,1962,2,7,1,8,7,1,1,2022,1,LGU_churned,30
290002,0,1962,2,7,1,8,7,1,1,2023,0,SKT_stay,1
290002,0,1962,2,7,1,8,6,1,1,2024,0,SKT_stay,1
290002,0,1962,2,7,1,8,6,0,3,2025,1,SKT_churned,10
300001,1,1963,4,10,1,1,5,0,1,2017,0,SKT_stay,1
300001,1,1963,3,6,1,1,7,1,1,2018,0,SKT_stay,1
300001,1,1963,3,5,1,1,5,1,1,2019,0,SKT_stay,1
300001,1,1963,3,5,1,1,4,1,1,2020,0,SKT_stay,1
300001,1,1963,3,7,1,1,4,1,1,2021,0,SKT_stay,1
300001,1,1963,3,7,1,8,6,1,3,2022,1,SKT_churned,10
300001,1,1963,3,1,0,8,6,1,1,2023,1,LGU_churned,30
300001,1,1963,3,1,0,1,4,1,2,2024,1,SKT_churned,10
300001,1,1963,3,1,0,1,4,0,2,2025,0,KT_stay,2
300002,1,1990,1,3,1,1,6,0,1,2017,0,SKT_stay,1
300002,1,1990,1,7,1,1,7,1,1,2018,0,SKT_stay,1
300002,1,1990,1,5,1,1,8,0,1,2019,0,SKT_stay,1
300002,1,1990,1,5,1,1,9,1,1,2020,0,SKT_stay,1
300002,1,1990,1,6,1,1,4,0,1,2021,0,SKT_stay,1
300002,1,1990,1,7,1,8,9,1,3,2022,1,SKT_churned,10
300002,1,1990,1,7,1,8,7,1,1,2023,1,LGU_churned,30
300002,1,1990,1,7,1,1,7,1,1,2024,0,SKT_stay,1
300002,1,1990,1,7,1,1,5,0,1,2025,0,SKT_stay,1
300003,1,1987,1,4,1,1,7,0,1,2017,0,SKT_stay,1
300003,1,1987,1,7,1,1,7,1,1,2018,0,SKT_stay,1
300003,1,1987,1,5,1,1,6,0,2,2019,1,SKT_churned,10
300003,1,1987,1,5,1,1,6,1,2,2020,0,KT_stay,2
300003,1,1987,1,5,1,1,5,1,1,2021,1,KT_churned,20
300003,1,1987,1,5,1,8,9,1,3,2022,1,SKT_churned,10
300003,1,1987,1,5,1,8,8,1,1,2023,1,LGU_churned,30
300003,1,1987,1,7,1,1,4,1,2,2024,1,SKT_churned,10
300003,1,1987,1,7,1,1,6,0,1,2025,1,KT_churned,20
310001,0,1959,2,6,1,1,5,0,1,2017,0,SKT_stay,1
310001,0,1959,2,6,1,1,5,0,1,2018,0,SKT_stay,1
310001,0,1959,2,6,1,1,5,0,1,2019,0,SKT_stay,1
310001,0,1959,2,7,1,1,5,1,1,2020,0,SKT_stay,1
310001,0,1959,2,7,1,1,4,1,1,2021,0,SKT_stay,1
310001,0,1959,2,7,1,1,6,1,1,2022,0,SKT_stay,1
310001,0,1959,2,7,1,1,8,1,1,2023,0,SKT_stay,1
310001,0,1959,2,7,1,1,5,1,1,2024,0,SKT_stay,1
310001,0,1959,2,7,1,1,4,0,2,2025,1,SKT_churned,10
310002,1,1963,2,4,1,1,5,0,1,2017,0,SKT_stay,1
310002,1,1963,2,7,1,1,7,0,2,2018,1,SKT_churned,10
310002,1,1963,2,5,1,1,5,0,1,2019,1,KT_churned,20
310002,1,1963,2,5,1,1,5,1,1,2020,0,SKT_stay,1
310002,1,1963,2,5,1,1,4,1,1,2021,0,SKT_stay,1
310002,1,1963,2,5,1,1,6,1,1,2022,0,SKT_stay,1
310002,1,1963,2,5,1,1,7,1,1,2023,0,SKT_stay,1
310002,1,1963,2,1,0,1,4,1,1,2024,0,SKT_stay,1
310002,1,1963,2,1,0,1,4,0,2,2025,1,SKT_churned,10
310003,1,1992,1,5,1,1,8,0,1,2017,0,SKT_stay,1
310003,1,1992,1,7,1,1,8,0,3,2018,1,SKT_churned,10
310003,1,1992,1,6,1,1,5,0,1,2019,1,LGU_churned,30
310003,1,1992,1,7,1,1,7,1,1,2020,0,SKT_stay,1
310003,1,1992,1,7,1,1,4,1,1,2021,0,SKT_stay,1
310003,1,1992,1,7,1,1,9,1,1,2022,0,SKT_stay,1
310003,1,1992,1,7,1,1,7,1,1,2023,0,SKT_stay,1
310003,1,1992,1,8,1,1,7,1,1,2024,0,SKT_stay,1
310003,1,1992,1,9,1,1,6,0,1,2025,0,SKT_stay,1
350001,0,1955,2,4,0,1,5,0,1,2017,0,SKT_stay,1
350001,0,1955,2,1,0,1,5,0,1,2018,0,SKT_stay,1
350001,0,1955,2,3,0,1,4,0,1,2019,0,SKT_stay,1
350001,0,1955,2,3,0,1,5,1,1,2020,0,SKT_stay,1
350001,0,1955,2,4,1,1,3,1,1,2021,0,SKT_stay,1
350001,0,1955,2,5,1,1,4,1,1,2022,0,SKT_stay,1
350001,0,1955,2,4,1,1,5,1,3,2023,1,SKT_churned,10
350001,0,1955,2,5,1,1,4,1,3,2024,0,LGU_stay,3
350001,0,1955,2,5,1,1,4,1,1,2025,1,LGU_churned,30
350002,0,1987,1,6,1,1,6,0,1,2017,0,SKT_stay,1
350002,0,1987,1,6,1,1,6,1,1,2018,0,SKT_stay,1
350002,0,1987,1,7,1,1,8,0,1,2019,0,SKT_stay,1
350002,0,1987,1,7,1,1,8,1,3,2020,1,SKT_churned,10
350002,0,1987,1,7,1,1,7,1,1,2021,1,LGU_churned,30
350002,0,1987,1,7,1,1,10,1,1,2022,0,SKT_stay,1
350002,0,1987,2,7,1,1,5,1,3,2023,1,SKT_churned,10
350002,0,1987,4,8,1,1,8,1,3,2024,0,LGU_stay,3
350002,0,1987,4,8,1,1,5,1,1,2025,1,LGU_churned,30
350003,1,1954,2,1,0,1,6,0,1,2017,0,SKT_stay,1
350003,1,1954,2,1,0,1,4,1,1,2018,0,SKT_stay,1
350003,1,1954,2,1,0,1,4,0,3,2019,1,SKT_churned,10
350003,1,1954,2,1,0,1,3,1,3,2020,0,LGU_stay,3
350003,1,1954,2,1,0,1,3,1,1,2021,1,LGU_churned,30
350003,1,1954,2,1,0,1,4,1,1,2022,0,SKT_stay,1
350003,1,1954,2,7,1,1,8,1,3,2023,1,SKT_churned,10
350003,1,1954,2,5,0,1,4,1,2,2024,1,LGU_churned,30
350003,1,1954,2,1,0,1,4,1,1,2025,1,KT_churned,20
360001,0,1972,2,9,1,8,7,0,1,2017,0,SKT_stay,1
360001,0,1972,2,6,1,8,8,0,1,2018,0,SKT_stay,1
360001,0,1972,2,8,1,8,5,0,1,2019,0,SKT_stay,1
360001,0,1972,2,9,1,8,8,0,2,2020,1,SKT_churned,10
360001,0,1972,2,8,1,8,8,0,1,2021,1,KT_churned,20
360001,0,1972,2,8,1,8,7,0,1,2022,0,SKT_stay,1
360001,0,1972,2,13,1,8,7,0,1,2023,0,SKT_stay,1
360001,0,1972,2,11,1,8,6,0,2,2024,1,SKT_churned,10
360001,0,1972,2,11,1,8,6,0,2,2025,0,KT_stay,2
360002,1,1977,2,1,0,8,7,1,1,2017,0,SKT_stay,1
360002,1,1977,2,1,0,8,4,0,1,2018,0,SKT_stay,1
360002,1,1977,2,1,0,8,5,0,1,2019,0,SKT_stay,1
360002,1,1977,2,1,0,8,6,0,3,2020,1,SKT_churned,10
360002,1,1977,2,1,0,8,4,0,2,2021,1,LGU_churned,30
360002,1,1977,2,1,0,8,7,0,2,2022,0,KT_stay,2
360002,1,1977,2,1,0,8,5,0,1,2023,1,KT_churned,20
360002,1,1977,2,7,1,8,7,0,1,2024,0,SKT_stay,1
360002,1,1977,2,6,1,8,6,0,2,2025,1,SKT_churned,10
380002,1,1979,2,5,1,8,7,0,2,2017,0,KT_stay,2
380002,1,1979,2,5,1,8,5,0,3,2018,1,KT_churned,20
380002,1,1979,2,6,1,8,6,0,1,2019,1,LGU_churned,30
380002,1,1979,2,7,1,8,6,0,2,2020,1,SKT_churned,10
380002,1,1979,2,8,1,9,7,0,1,2021,1,KT_churned,20
380002,1,1979,2,11,1,8,7,0,2,2022,1,SKT_churned,10
380002,1,1979,2,8,1,8,7,0,3,2023,1,KT_churned,20
380002,1,1979,2,8,1,8,7,0,2,2024,1,LGU_churned,30
380002,1,1979,2,8,1,8,7,0,2,2025,0,KT_stay,2
390001,1,1968,2,1,0,5,7,1,1,2017,0,SKT_stay,1
390001,1,1968,2,1,0,4,6,1,1,2018,0,SKT_stay,1
390001,1,1968,2,1,0,4,7,1,3,2019,1,SKT_churned,10
390001,1,1968,2,1,0,4,7,1,3,2020,0,LGU_stay,3
390001,1,1968,2,1,0,4,7,1,1,2021,1,LGU_churned,30
390001,1,1968,2,1,0,4,3,1,1,2022,0,SKT_stay,1
390001,1,1968,2,1,0,4,6,1,1,2023,0,SKT_stay,1
390001,1,1968,2,1,0,4,3,1,1,2024,0,SKT_stay,1
390001,1,1968,2,1,0,4,9,1,2,2025,1,SKT_churned,10
390002,1,1994,1,1,0,5,4,1,1,2017,0,SKT_stay,1
390002,1,1994,1,3,1,4,4,1,1,2018,0,SKT_stay,1
390002,1,1994,1,5,1,4,4,1,3,2019,1,SKT_churned,10
390002,1,1994,1,5,1,4,4,1,3,2020,0,LGU_stay,3
390002,1,1994,1,6,1,4,5,1,3,2021,0,LGU_stay,3
390002,1,1994,1,6,1,4,5,1,1,2022,1,LGU_churned,30
390002,1,1994,1,7,1,4,5,1,1,2023,0,SKT_stay,1
390002,1,1994,1,6,1,4,4,1,1,2024,0,SKT_stay,1
390002,1,1994,1,6,1,4,4,1,1,2025,0,SKT_stay,1
390003,0,1997,1,1,0,5,5,1,2,2017,0,KT_stay,2
390003,0,1997,1,1,0,4,4,1,1,2018,1,KT_churned,20
390003,0,1997,1,1,0,4,5,1,1,2019,0,SKT_stay,1
390003,0,1997,1,1,0,4,5,1,1,2020,0,SKT_stay,1
390003,0,1997,1,1,0,4,4,0,1,2021,0,SKT_stay,1
390003,0,1997,1,1,0,4,4,1,1,2022,0,SKT_stay,1
390003,0,1997,1,6,1,4,5,1,1,2023,0,SKT_stay,1
390003,0,1997,1,6,1,4,6,1,1,2024,0,SKT_stay,1
390003,0,1997,1,7,1,4,7,1,1,2025,0,SKT_stay,1
390004,0,1967,2,15,1,5,4,1,1,2017,0,SKT_stay,1
390004,0,1967,2,12,1,4,5,1,1,2018,0,SKT_stay,1
390004,0,1967,2,12,1,4,5,1,1,2019,0,SKT_stay,1
390004,0,1967,2,18,1,4,5,1,1,2020,0,SKT_stay,1
390004,0,1967,2,18,1,4,6,0,1,2021,0,SKT_stay,1
390004,0,1967,2,18,1,4,6,1,1,2022,0,SKT_stay,1
390004,0,1967,2,5,0,4,5,1,1,2023,0,SKT_stay,1
390004,0,1967,2,1,0,4,4,1,2,2024,1,SKT_churned,10
390004,0,1967,2,1,0,4,6,1,2,2025,0,KT_stay,2
400001,0,1957,2,8,1,4,4,0,3,2017,0,LGU_stay,3
400001,0,1957,2,6,1,4,4,0,3,2018,0,LGU_stay,3
400001,0,1957,2,6,1,4,4,1,3,2019,0,LGU_stay,3
400001,0,1957,2,6,1,4,4,1,3,2020,0,LGU_stay,3
400001,0,1957,2,6,1,4,4,1,3,2021,0,LGU_stay,3
400001,0,1957,2,6,1,4,4,1,3,2022,0,LGU_stay,3
400001,0,1957,2,7,1,4,4,1,3,2023,0,LGU_stay,3
400001,0,1957,2,5,1,4,6,1,3,2024,0,LGU_stay,3
400001,0,1957,2,8,1,4,3,1,3,2025,0,LGU_stay,3
400002,1,1961,2,6,1,4,4,0,3,2017,0,LGU_stay,3
400002,1,1961,2,5,1,4,4,1,3,2018,0,LGU_stay,3
400002,1,1961,2,6,1,4,5,1,3,2019,0,LGU_stay,3
400002,1,1961,2,1,0,4,4,1,3,2020,0,LGU_stay,3
400002,1,1961,2,1,0,4,4,1,3,2021,0,LGU_stay,3
400002,1,1961,2,1,0,4,4,1,2,2022,1,LGU_churned,30
400002,1,1961,2,1,0,4,4,1,3,2023,1,KT_churned,20
400002,1,1961,2,4,1,4,4,1,3,2024,0,LGU_stay,3
400002,1,1961,2,6,1,4,3,1,3,2025,0,LGU_stay,3
410002,1,1966,4,4,1,4,7,0,1,2017,0,SKT_stay,1
410002,1,1966,4,5,1,4,7,1,2,2018,1,SKT_churned,10
410002,1,1966,4,1,0,4,5,1,2,2019,0,KT_stay,2
410002,1,1966,4,3,1,4,7,1,2,2020,0,KT_stay,2
410002,1,1966,4,3,1,4,6,1,2,2021,0,KT_stay,2
410002,1,1966,4,4,1,4,6,1,2,2022,0,KT_stay,2
410002,1,1966,4,1,0,4,8,1,2,2023,0,KT_stay,2
410002,1,1966,4,5,1,4,5,1,2,2024,0,KT_stay,2
410002,1,1966,4,4,0,4,5,1,2,2025,0,KT_stay,2
410003,1,2004,1,1,0,4,2,0,2,2017,0,KT_stay,2
410003,1,2004,1,1,0,4,4,0,1,2018,1,KT_churned,20
410003,1,2004,1,1,0,4,4,1,2,2019,1,SKT_churned,10
410003,1,2004,1,1,0,4,4,1,2,2020,0,KT_stay,2
410003,1,2004,1,1,0,4,4,1,2,2021,0,KT_stay,2
410003,1,2004,1,1,0,4,4,1,2,2022,0,KT_stay,2
410003,1,2004,1,1,0,4,4,1,2,2023,0,KT_stay,2
410003,1,2004,1,1,0,4,4,1,2,2024,0,KT_stay,2
410003,1,2004,1,3,1,4,4,1,2,2025,0,KT_stay,2
420001,0,1980,2,7,1,4,8,1,2,2017,0,KT_stay,2
420001,0,1980,2,8,1,4,7,1,2,2018,0,KT_stay,2
420001,0,1980,2,7,1,4,7,1,2,2019,0,KT_stay,2
420001,0,1980,2,7,1,4,7,1,2,2020,0,KT_stay,2
420001,0,1980,2,7,1,4,6,1,2,2021,0,KT_stay,2
420001,0,1980,2,7,1,4,9,1,2,2022,0,KT_stay,2
420001,0,1980,2,9,1,4,8,1,2,2023,0,KT_stay,2
420001,0,1980,2,9,1,4,9,1,2,2024,0,KT_stay,2
420001,0,1980,2,9,1,4,7,1,2,2025,0,KT_stay,2
420002,1,1980,2,1,0,4,8,1,2,2017,0,KT_stay,2
420002,1,1980,2,1,0,4,7,1,2,2018,0,KT_stay,2
